tau,S_mean,S_var,Mz_mean,Mz_var
1.106656382753638868e+00,1.329876394264080169e-03,5.667166755834999851e-11,-1.073746659328712573e-04,1.035109952094157156e-07
1.130714130204804935e+00,1.570655901435765237e-03,8.564036469099066694e-11,-1.223614456152794883e-04,1.342841598150354912e-07
1.154771877655970780e+00,1.817298261934625859e-03,1.214930378542626356e-10,-1.377131454362692028e-04,1.699530932031382536e-07
1.178829625107136847e+00,2.069946233130423412e-03,1.647018629316010879e-10,-1.534386510077172337e-04,2.108413913027974082e-07
1.202887372558302914e+00,2.328746048459174201e-03,2.157655251000602293e-10,-1.695470643014380973e-04,2.572906040209699057e-07
1.226945120009468981e+00,2.689696757072523262e-03,3.213158865355969119e-10,-1.896376037928985871e-04,3.214650089996236856e-07
1.251002867460635049e+00,3.383907948673258240e-03,6.637037586859531756e-10,-2.223699477747971326e-04,4.405539257377089009e-07
1.275060614911801116e+00,4.095022814686525084e-03,1.141793953572921313e-09,-2.558993069764492760e-04,5.819592570946132718e-07
1.299118362362967183e+00,4.823452950621152750e-03,1.765168823240505829e-09,-2.902450882958413519e-04,7.471814788873421457e-07
1.323176109814133250e+00,5.569619974118367178e-03,2.543953502642152155e-09,-3.254271711786353802e-04,9.378047790996200922e-07
1.347233857265299317e+00,6.333955768985404487e-03,3.488844379856190712e-09,-3.614659191244546017e-04,1.155501421638969002e-06
1.371291604716465384e+00,7.116902735171184817e-03,4.611139011420438887e-09,-3.983821914733400265e-04,1.402036330972691716e-06
1.395349352167631451e+00,8.298248074065636692e-03,7.228454607274640323e-09,-4.477566347857041447e-04,1.766087776277411377e-06
1.419407099618797519e+00,9.922687490065014090e-03,1.240025862979491984e-08,-5.109589836052870048e-04,2.290573804904012838e-06
1.443464847069963586e+00,1.158668114449091201e-02,1.913625414296643118e-08,-5.757002761058121034e-04,2.898440948830488227e-06
1.467522594521129653e+00,1.329119216207552169e-02,2.754542289617247347e-08,-6.420179847498912662e-04,3.595199998373011392e-06
1.491580341972295720e+00,1.503720711912758488e-02,3.774289480747419434e-08,-7.099504944347313209e-04,4.386667489121179904e-06
1.515638089423461787e+00,1.682573661456581229e-02,4.985026991961035927e-08,-7.795371247094317604e-04,5.278981603202966939e-06
1.539695836874627854e+00,1.946699064983635485e-02,7.707427811332465226e-08,-8.721780221890457771e-04,6.577900834575654186e-06
1.563753584325793922e+00,2.256494726662830463e-02,1.191971458591868527e-07,-9.774326206644912401e-04,8.219766405746072185e-06
1.587811331776959989e+00,2.573833748435898697e-02,1.718292735831009292e-07,-1.085250112801948398e-03,1.009111009574731485e-05
1.611869079228126056e+00,2.898899807121280148e-02,2.356940197816080518e-07,-1.195692903703119868e-03,1.220686035649784673e-05
1.635926826679292123e+00,3.231881051970563606e-02,3.115553984857207211e-07,-1.308824918000849697e-03,1.458276956407153413e-05
1.659984574130458190e+00,3.661412615608403837e-02,4.486757265264852123e-07,-1.445603529139040042e-03,1.769099746618093939e-05
1.684042321581624257e+00,4.165321106266319656e-02,6.578829208310516225e-07,-1.600811371636323005e-03,2.155032751241712477e-05
1.708100069032790325e+00,4.681499501476118347e-02,9.135670670903506707e-07,-1.759798442800023345e-03,2.589827997378364350e-05
1.732157816483956392e+00,5.210246566907561494e-02,1.218899691975990252e-06,-1.922656764844245031e-03,3.076620555905326210e-05
1.756215563935122459e+00,5.759563443080622375e-02,1.588292636079129259e-06,-2.091104157076297595e-03,3.623285928053681526e-05
1.780273311386288526e+00,6.479700742362592969e-02,2.280926396756727039e-06,-2.296871772250237091e-03,4.331245800261014986e-05
1.804331058837454593e+00,7.217373003031916923e-02,3.120032452273933599e-06,-2.507649719746138806e-03,5.121964733897434071e-05
1.828388806288620660e+00,7.973007192100509122e-02,4.115565893836528763e-06,-2.723559998499326586e-03,6.000687499594772797e-05
1.852446553739786728e+00,8.747040673000654187e-02,5.278039118114013105e-06,-2.944727578054517295e-03,6.972945769829126423e-05
1.876504301190952795e+00,9.686291065559204938e-02,7.221238460863138181e-06,-3.197012261876351711e-03,8.125301569408146748e-05
1.900562048642118862e+00,1.065497590350475976e-01,9.558684662811007906e-06,-3.456593930328939746e-03,9.401131086876428865e-05
1.924619796093284929e+00,1.164724770361269673e-01,1.229233155968185205e-05,-3.722496274766116595e-03,1.080461970989839322e-04
1.948677543544450774e+00,1.269086857269657587e-01,1.569131899614320690e-05,-3.997656500645990416e-03,1.233906132087693485e-04
1.972735290995616841e+00,1.384969695100107534e-01,2.051291121730031052e-05,-4.288709427291770467e-03,1.400074093701752533e-04
1.996793038446782909e+00,1.503674218585276667e-01,2.612090240815466855e-05,-4.586849338371623737e-03,1.581217957348269882e-04
2.020850785897949198e+00,1.625269134274670846e-01,3.256741699583344741e-05,-4.892248798198673906e-03,1.778241128225608746e-04
2.044908533349115043e+00,1.755078607494768850e-01,4.122697017031830329e-05,-5.198078553804729579e-03,1.973803971554508171e-04
2.068966280800281332e+00,1.889233728950576729e-01,5.149041077821389016e-05,-5.509775074198558498e-03,2.180492390421774087e-04
2.093024028251447177e+00,2.026655456478568540e-01,6.318633271631317414e-05,-5.829061239588030803e-03,2.402999964593600371e-04
2.117081775702613466e+00,2.167797819457361330e-01,7.758640481321170499e-05,-6.134954732114709756e-03,2.609188545419532696e-04
2.141139523153779312e+00,2.312571620223360380e-01,9.454972354458765309e-05,-6.437291831801013851e-03,2.811628651776207377e-04
2.165197270604945601e+00,2.460870586272233262e-01,1.136672203112173838e-04,-6.746990679551538757e-03,3.027104886392667786e-04
2.189255018056111446e+00,2.609320157067668844e-01,1.360948103835091737e-04,-7.024204348137772121e-03,3.198592344465017918e-04
2.213312765507277735e+00,2.760065702712466429e-01,1.615948060829052162e-04,-7.292914780292922457e-03,3.357182128064570129e-04
2.237370512958443580e+00,2.914481822461438276e-01,1.899955710058487369e-04,-7.568168168988326054e-03,3.524159374078126889e-04
2.261428260409609869e+00,3.064157181656796958e-01,2.217094898625514841e-04,-7.776995607054820563e-03,3.599337862864397642e-04
2.285486007860775715e+00,3.217353358913976336e-01,2.567656376894867178e-04,-7.989843761698480276e-03,3.676724729445640855e-04
2.309543755311941560e+00,3.370041382660498019e-01,2.946858930569219671e-04,-8.172557872371519205e-03,3.713148767725047805e-04
2.333601502763107849e+00,3.520394464490385622e-01,3.352495147036131467e-04,-8.309285438941172927e-03,3.688422059136429380e-04
2.357659250214273694e+00,3.674408564138655353e-01,3.795738218160028018e-04,-8.449342249257503837e-03,3.665012254571392114e-04
2.381716997665439983e+00,3.822721780696543559e-01,4.238404421864349638e-04,-8.505375328746416289e-03,3.546127434112770625e-04
2.405774745116605828e+00,3.974583875542114231e-01,4.718076460983241789e-04,-8.562194859001587277e-03,3.428635613544514754e-04
2.429832492567772118e+00,4.125580607501264097e-01,5.193261761475099570e-04,-8.563662005717035883e-03,3.262612701956421721e-04
2.453890240018937963e+00,4.278326812080109343e-01,5.686133107123963895e-04,-8.541202687340862520e-03,3.080024865795756052e-04
2.477947987470104252e+00,4.433787520332006515e-01,6.174524016468573712e-04,-8.483335954232040441e-03,2.882023245888282984e-04
2.502005734921270097e+00,4.592156857780647083e-01,6.660737476357512588e-04,-8.393641551636446888e-03,2.673624045417012911e-04
2.526063482372436386e+00,4.755938647323015300e-01,7.141560898981883648e-04,-8.280599719974114648e-03,2.471190725930521377e-04
2.550121229823602231e+00,4.925442290333374440e-01,7.610028378704299275e-04,-8.141226620872594327e-03,2.274944508229069333e-04
2.574178977274768521e+00,5.103066493156176442e-01,8.069825175864344660e-04,-7.986686150914626067e-03,2.099197280910871570e-04
2.598236724725934366e+00,5.288861950661067901e-01,8.520391276208005025e-04,-7.817042516893775786e-03,1.941771247329813436e-04
2.622294472177100655e+00,5.485967126045224740e-01,8.958013004717255146e-04,-7.640316058339889638e-03,1.816472867852483852e-04
2.646352219628266500e+00,5.691779406650945283e-01,9.398523225729642433e-04,-7.457586374578870081e-03,1.709675637984658719e-04
2.670409967079432789e+00,5.911992313945950706e-01,9.820465132338593653e-04,-7.276152061873965293e-03,1.646405102880011675e-04
2.694467714530598634e+00,6.140441469338570046e-01,1.025266246511281594e-03,-7.092435040268974152e-03,1.597725428728753163e-04
2.718525461981764924e+00,6.382417771547089780e-01,1.066373558465706856e-03,-6.911824674227028814e-03,1.594123134234067462e-04
2.742583209432930769e+00,6.632564326363127316e-01,1.106643601323918430e-03,-6.726694645790710914e-03,1.614583824525585667e-04
2.766640956884097058e+00,6.891382122964585522e-01,1.145463314719894236e-03,-6.536918742830392752e-03,1.664396832402652239e-04
2.790698704335262903e+00,7.155951957569950395e-01,1.177200238101740138e-03,-6.325681503467242388e-03,1.761078133906619260e-04
2.814756451786429192e+00,7.424691653346945364e-01,1.203897160310557360e-03,-6.091141611324834941e-03,1.887502381429164182e-04
2.838814199237595037e+00,7.695906790323441271e-01,1.221806550676247417e-03,-5.821451048808055743e-03,2.055829313476819980e-04
2.862871946688761327e+00,7.964118577276028121e-01,1.221867906455499598e-03,-5.479272847049244423e-03,2.269196996668199648e-04
2.886929694139927172e+00,8.231303579322920561e-01,1.207666358928072411e-03,-5.072759902564074296e-03,2.517750511586521107e-04
2.910987441591093461e+00,8.496350022709134864e-01,1.176906283814846757e-03,-4.589833924404255160e-03,2.802464887917093645e-04
2.935045189042259306e+00,8.754672844974455970e-01,1.119083859176841752e-03,-3.978182522188744748e-03,3.112391041427943700e-04
2.959102936493425595e+00,9.010238347160397510e-01,1.040605430598641164e-03,-3.249488556958084282e-03,3.436201481148888908e-04
2.983160683944591440e+00,9.265166527224627524e-01,9.461746046482413450e-04,-2.406474040418998903e-03,3.766362051070737036e-04
3.007218431395757730e+00,9.521163912710320920e-01,8.402360645611985741e-04,-1.445194169474782854e-03,4.091953580710458514e-04
3.031276178846923575e+00,9.780954539518621482e-01,7.298003673322778348e-04,-3.665791523083996857e-04,4.399821315738071913e-04
3.055333926298089864e+00,1.004928357784027559e+00,6.267369452264703617e-04,8.174230605808366357e-04,4.668811754099744596e-04
3.079391673749255709e+00,1.032941011705053036e+00,5.449988392089236957e-04,2.055497217967010206e-03,4.898924458624052828e-04
3.103449421200421554e+00,1.062351260388165297e+00,4.948412605056014529e-04,3.308260937470808381e-03,5.078268541869300230e-04
3.127507168651587843e+00,1.093280516625124044e+00,4.851428106082268481e-04,4.525409110615735524e-03,5.192932459245655323e-04
3.151564916102753688e+00,1.125709923792492573e+00,5.230698568300349042e-04,5.647440626628177397e-03,5.226417282235110194e-04
3.175622663553919978e+00,1.159460937840639305e+00,6.145446750648271344e-04,6.609395861405446652e-03,5.160095649232775356e-04
3.199680411005085823e+00,1.194216068230705474e+00,7.652420026470759884e-04,7.346297687957877194e-03,4.975742633779692585e-04
3.223738158456252112e+00,1.229583590708791752e+00,9.811916405859499174e-04,7.799572788036762856e-03,4.660570340986581691e-04
3.247795905907417957e+00,1.265195851482286082e+00,1.267904536304426252e-03,7.923431752076373277e-03,4.213946005375581155e-04
3.271853653358584246e+00,1.300819921764816200e+00,1.627605499008306748e-03,7.690180321414709537e-03,3.653522705477003397e-04
3.295911400809750091e+00,1.336451723034029149e+00,2.055382492664222047e-03,7.093618103123200402e-03,3.017631698417833010e-04
3.319969148260916381e+00,1.372365527300473786e+00,2.536158958819660549e-03,6.150148109203765201e-03,2.361327775012757183e-04
3.344026895712082226e+00,1.409099642868598457e+00,3.044622474523663285e-03,4.897675395426587946e-03,1.745820352574156426e-04
3.368084643163248515e+00,1.447374440166841580e+00,3.549199365111561488e-03,3.392817894097721870e-03,1.224362844805547727e-04
3.392142390614414360e+00,1.488022351014143707e+00,4.016046265892390249e-03,1.705596843446078800e-03,8.327313039033565475e-05
3.416200138065580649e+00,1.531929170157466658e+00,4.414041673126009417e-03,-7.133399466207879225e-05,5.881735496503682511e-05
3.440257885516746494e+00,1.579273850254382383e+00,4.745084202360915458e-03,-1.832347911132256894e-03,4.735775368445435196e-05
3.464315632967912784e+00,1.630067766346589009e+00,5.014480976653423912e-03,-3.482571035840412513e-03,4.766310539561683610e-05
3.488373380419078629e+00,1.684079473075581701e+00,5.234663858910720835e-03,-4.914577822463334252e-03,6.000913077792228550e-05
3.512431127870244918e+00,1.740841774806953568e+00,5.424447986330249889e-03,-5.985790504470799717e-03,8.669445043460841549e-05
3.536488875321410763e+00,1.799502274167745552e+00,5.611790278525936003e-03,-6.662201023345915019e-03,1.279788390035474369e-04
3.560546622772577052e+00,1.859443073528891377e+00,5.815817990245102098e-03,-6.847447158001916667e-03,1.841807686076899061e-04
3.584604370223742897e+00,1.919947667525165658e+00,6.052601207915762199e-03,-6.498047123856223739e-03,2.518316881576058183e-04
3.608662117674909187e+00,1.980295488479138610e+00,6.329171888596822615e-03,-5.697850317924739449e-03,3.251893537341389649e-04
3.632719865126075032e+00,2.038711661549283516e+00,6.661175722402491207e-03,-4.496271412130078797e-03,3.953371983238971807e-04
3.656777612577241321e+00,2.093602066501128345e+00,7.064092050166555052e-03,-3.128166985344692924e-03,4.590155167403236623e-04
3.680835360028407166e+00,2.141182262099619038e+00,7.591793876181974522e-03,-1.832925290184750367e-03,5.105043694389617935e-04
3.704893107479573455e+00,2.178629229339380746e+00,8.313432444785374270e-03,-8.791646555626799744e-04,5.496717819023296155e-04
3.728950854930739300e+00,2.203225246929882974e+00,9.322928791619467317e-03,-4.679864471096133183e-04,5.735342331923395714e-04
3.753008602381905590e+00,2.212124338854705830e+00,1.075088239790693290e-02,-7.633408261024978705e-04,5.730366927141642081e-04
3.777066349833071435e+00,2.207892598320952970e+00,1.264573688323098431e-02,-1.625834311394211027e-03,5.431575213548558295e-04
3.801124097284237724e+00,2.194012213876793904e+00,1.498976759359015032e-02,-2.835291214344648567e-03,4.792618518096463959e-04
3.825181844735403569e+00,2.176271985261783559e+00,1.758703821489443139e-02,-4.053765863249315753e-03,3.851064111546505502e-04
3.849239592186569858e+00,2.161524986993212494e+00,1.997905848390910469e-02,-4.905219142288437702e-03,2.755237290673626452e-04
3.873297339637735703e+00,2.154124330089833173e+00,2.166160006274833738e-02,-5.180671193727272479e-03,1.737119258543435001e-04
3.897355087088901548e+00,2.154862140724184361e+00,2.234410895425714347e-02,-4.857617894494977058e-03,9.747035181607665135e-05
3.921412834540067838e+00,2.161325742438310993e+00,2.225857222970174798e-02,-4.102914381679038242e-03,5.342653673590419576e-05
3.945470581991233683e+00,2.169585447960301394e+00,2.212321451314539292e-02,-3.203299980780679925e-03,3.621276541047982093e-05
3.969528329442399972e+00,2.176194050674076230e+00,2.268771070792398314e-02,-2.460237439895289133e-03,3.458773202176611256e-05
3.993586076893565817e+00,2.179085609294396875e+00,2.433110083214420905e-02,-2.106364186252696752e-03,4.001787171801792604e-05
4.017643824344731662e+00,2.177435279968457760e+00,2.692629005681310139e-02,-2.265286451268852617e-03,5.310651638086514697e-05
4.041701571795898396e+00,2.171570333206150227e+00,2.984249860373197963e-02,-2.913420713486687599e-03,8.391459130198848919e-05
4.065759319247064241e+00,2.162621121583781392e+00,3.225933873658446555e-02,-3.933498608191436131e-03,1.440975342808708062e-04
4.089817066698230086e+00,2.152806028667027416e+00,3.348468057261873299e-02,-5.109372076145678350e-03,2.328786294452264390e-04
4.113874814149395931e+00,2.145165054410154593e+00,3.356751453532241108e-02,-6.139549018807972762e-03,3.245290589490839998e-04
4.137932561600562664e+00,2.142173558129481403e+00,3.326766291389851582e-02,-6.752448093950431940e-03,3.753872372193461384e-04
4.161990309051728509e+00,2.144893791131105676e+00,3.334734781760363004e-02,-6.789395005972524710e-03,3.542962730642999422e-04
4.186048056502894354e+00,2.152097543951220437e+00,3.416964636971356328e-02,-6.305189430292253323e-03,2.922048268780439643e-04
4.210105803954060200e+00,2.161232256799314300e+00,3.581532513131546053e-02,-5.445358193520475655e-03,2.575246992351052787e-04
4.234163551405226933e+00,2.168342811723771302e+00,3.835695345216921098e-02,-4.356373625459815206e-03,2.641646699893507831e-04
4.258221298856392778e+00,2.170691852354196261e+00,4.195041971640437600e-02,-3.186846484205179981e-03,2.379843888432541486e-04
4.282279046307558623e+00,2.168948283042949843e+00,4.675936074324055225e-02,-2.104375521232663276e-03,1.409756488784635452e-04
4.306336793758724468e+00,2.165035814927092517e+00,5.211217399298338077e-02,-1.304819681818914943e-03,6.441474053604635363e-05
4.330394541209891202e+00,2.159613730826698497e+00,5.627240728556002353e-02,-9.520511058566241214e-04,7.348940668879395651e-05
4.354452288661057047e+00,2.153856230923854920e+00,5.743085243831114184e-02,-1.045528308990824676e-03,7.618693987791759199e-05
4.378510036112222892e+00,2.151660960580436210e+00,5.512309059038761339e-02,-1.287849255904892744e-03,2.464611984514040769e-05
4.402567783563388737e+00,2.157007061645116686e+00,5.110682791969447386e-02,-1.409709807814117991e-03,2.730754120201959190e-05
4.426625531014555470e+00,2.169518610515696277e+00,4.742296922805285669e-02,-1.875960793474069953e-03,1.028136518603151359e-04
4.450683278465721315e+00,2.182134279325722570e+00,4.490928074140432269e-02,-3.612447476924026280e-03,1.388675147239798935e-04
4.474741025916887160e+00,2.190737376027584116e+00,4.368842889753191822e-02,-6.578962386693328231e-03,1.139997560881210172e-04
4.498798773368053006e+00,2.196758441723610122e+00,4.400472673625461378e-02,-9.357472051825558093e-03,7.640224251371007327e-05
4.522856520819219739e+00,2.199117525922803740e+00,4.506373615680151629e-02,-1.044163458212757876e-02,4.581192453255927355e-05
4.546914268270385584e+00,2.195336873057385230e+00,4.550712556315425483e-02,-9.687016309328855615e-03,2.009614568336705789e-05
4.570972015721551429e+00,2.186043390551363874e+00,4.502345374548066825e-02,-8.624298306104352663e-03,2.278123631963745394e-05
4.595029763172717274e+00,2.179220141555497037e+00,4.337954463559432622e-02,-8.930217493262110687e-03,9.842448882246010791e-05
4.619087510623883119e+00,2.181933414085467149e+00,4.086949424937066921e-02,-9.839551249858797047e-03,1.861575585756727218e-04
4.643145258075049853e+00,2.188447550074559711e+00,3.947358272305228483e-02,-8.876413879694939821e-03,1.344577227863882668e-04
4.667203005526215698e+00,2.189793819881546977e+00,3.920397537516313174e-02,-4.932719642412316391e-03,1.719602031266467625e-05
4.691260752977381543e+00,2.187073670645816037e+00,3.845904323278113296e-02,1.050101143368301288e-03,2.013052835033528310e-05
4.715318500428547388e+00,2.191305464134271741e+00,3.680905271533230910e-02,5.659432833887094623e-03,2.937102184105399032e-05
4.739376247879714121e+00,2.208134121412760109e+00,3.221701724719799181e-02,2.797448476611023773e-03,5.519821675908182998e-05
4.763433995330879966e+00,2.228435837570073463e+00,2.596320891259606967e-02,-7.665792057324163911e-03,4.464387396887678212e-04
4.787491742782045812e+00,2.240800741307305444e+00,2.303136126366960371e-02,-1.542433083441197526e-02,7.198829198379817470e-04
