tau,S_mean,S_var,Mz_mean,Mz_var
2.730703929379873607e+00,7.274486030147980786e-01,4.051168229803020319e-03,-1.145445820177266004e-02,1.028544449051257899e-04
2.753845488103431993e+00,7.545550101484671535e-01,4.295765311099542828e-03,-1.106160179836589673e-02,1.051763674640174501e-04
2.776987046826989936e+00,7.824697770433731714e-01,4.577781949288576083e-03,-1.061568376019543514e-02,1.118902064068903328e-04
2.800128605550548322e+00,8.110819951030823205e-01,4.904582617914267709e-03,-1.011351059539038373e-02,1.237816629639000587e-04
2.823270164274106708e+00,8.400067604152668954e-01,5.294142534115874738e-03,-9.542760934260449343e-03,1.420019055994432790e-04
2.846411722997665095e+00,8.689385956529082078e-01,5.743256437479456709e-03,-8.923067033462296974e-03,1.658943230993927074e-04
2.869553281721223037e+00,8.976874552333357071e-01,6.252441782800613468e-03,-8.265617062748994645e-03,1.950308018341463700e-04
2.892694840444781423e+00,9.260251797447284217e-01,6.823062277666565485e-03,-7.581772279899402778e-03,2.287250418618971576e-04
2.915836399168339810e+00,9.537429208114250878e-01,7.453227645265359143e-03,-6.887947258306399874e-03,2.657767701483840423e-04
2.938977957891897752e+00,9.806501232591751105e-01,8.136659780554606272e-03,-6.208015615847319209e-03,3.043526934619559653e-04
2.962119516615456138e+00,1.006656403413774825e+00,8.859698023039090653e-03,-5.577879545431978225e-03,3.418168270664044528e-04
2.985261075339014525e+00,1.032110575129327579e+00,9.608886290318205750e-03,-5.019884991698408787e-03,3.764647839736975032e-04
3.008402634062572467e+00,1.057279513134089077e+00,1.037061166773688495e-02,-4.561060358445538469e-03,4.062672305857218812e-04
3.031544192786130854e+00,1.082543036476081300e+00,1.113180128419960502e-02,-4.226623677784356083e-03,4.294311509068189712e-04
3.054685751509689240e+00,1.108365320879234339e+00,1.188239612903530668e-02,-4.037260708752976428e-03,4.446231054037040500e-04
3.077827310233247182e+00,1.135245020568251828e+00,1.261765520047610813e-02,-4.006425859413291490e-03,4.511778553031042002e-04
3.100968868956805569e+00,1.163651340516519639e+00,1.333954461895706274e-02,-4.138100824478179764e-03,4.492706530301742471e-04
3.124110427680363955e+00,1.193957962697871578e+00,1.405647748367886730e-02,-4.425400259839705648e-03,4.400260686946507621e-04
3.147251986403922341e+00,1.226388425848139230e+00,1.478109341422012731e-02,-4.850289725776435294e-03,4.255264846485276001e-04
3.170393545127480284e+00,1.260984945543594415e+00,1.552649779379803620e-02,-5.384527224660509009e-03,4.086755862482886292e-04
3.193535103851038670e+00,1.297608027040770162e+00,1.630184370306895017e-02,-5.991753307192680851e-03,3.928782621385891981e-04
3.216676662574597056e+00,1.336014209299818623e+00,1.710668269449498735e-02,-6.627764288310670875e-03,3.809819968337414364e-04
3.239818221298154999e+00,1.375705594576873025e+00,1.792897047086024556e-02,-7.243274530046732267e-03,3.761070037379805561e-04
3.262959780021713385e+00,1.416292895619972292e+00,1.874593694527662210e-02,-7.797645679218159764e-03,3.793931183826760624e-04
3.286101338745271772e+00,1.457496757705779133e+00,1.952741356932125374e-02,-8.256856011387045738e-03,3.899683778873211295e-04
3.309242897468829714e+00,1.499197341019373297e+00,2.024119792308526691e-02,-8.595489170153725739e-03,4.049628798524202811e-04
3.332384456192388100e+00,1.541420413927258926e+00,2.083614577830738765e-02,-8.771855993977548116e-03,4.174276090263033469e-04
3.355526014915946487e+00,1.584510741864394889e+00,2.132145542660895607e-02,-8.805860027280926206e-03,4.239760116273057883e-04
3.378667573639504873e+00,1.628771822862530527e+00,2.170914859303025787e-02,-8.703483642330778550e-03,4.205478492001037474e-04
3.401809132363062815e+00,1.674477847011856424e+00,2.202919648167147096e-02,-8.457601413889985140e-03,4.023126324710842873e-04
3.424950691086621202e+00,1.721461610208068427e+00,2.235939977975258397e-02,-8.106500968851815606e-03,3.725101254641197211e-04
3.448092249810179588e+00,1.769075460937821420e+00,2.278044740875004304e-02,-7.668046799976256656e-03,3.341821322809671382e-04
3.471233808533737530e+00,1.816008835239012464e+00,2.336885114400567495e-02,-7.165566700110408832e-03,2.927132263947492485e-04
3.494375367257295917e+00,1.860518524734186441e+00,2.415461765592006801e-02,-6.627127530091152414e-03,2.541910240125081475e-04
3.517516925980854303e+00,1.900219275234313443e+00,2.512802020431557579e-02,-6.074184599304977873e-03,2.232831288112616076e-04
3.540658484704412245e+00,1.933054233462593308e+00,2.618725650368441613e-02,-5.526306825450452709e-03,2.026272175195827595e-04
3.563800043427970632e+00,1.957686333168280335e+00,2.718798533702935713e-02,-4.993175500092829865e-03,1.926174354143094685e-04
3.586941602151529018e+00,1.972359407756378191e+00,2.790761689501249088e-02,-4.478909159011821607e-03,1.929815553660165493e-04
3.610083160875086961e+00,1.978471903594362535e+00,2.822073889828463633e-02,-3.972218620849814717e-03,2.010477839230027529e-04
3.633224719598645347e+00,1.977244536931156205e+00,2.807670312903515555e-02,-3.462639182259105372e-03,2.145357366873504095e-04
3.656366278322203733e+00,1.970750687729984518e+00,2.758926384063046730e-02,-2.946320354463615246e-03,2.303029777057360517e-04
3.679507837045762120e+00,1.962098677310817552e+00,2.713473098199763525e-02,-2.442944052137522443e-03,2.445809629112623827e-04
3.702649395769320062e+00,1.953655536274204740e+00,2.718800258759110355e-02,-2.003588949976816986e-03,2.533544236499199009e-04
3.725790954492878448e+00,1.947031285938275014e+00,2.826344189711954211e-02,-1.708772932251881706e-03,2.526432796951894131e-04
3.748932513216436835e+00,1.942785329281853768e+00,3.080393827384951544e-02,-1.651857082042332628e-03,2.398274675506939545e-04
3.772074071939994777e+00,1.940398833975640391e+00,3.503265055854754007e-02,-1.910558591332443433e-03,2.153301373149245541e-04
3.795215630663553164e+00,1.938742927448931175e+00,4.080792644431831262e-02,-2.520642166457845359e-03,1.836139747980258330e-04
3.818357189387111550e+00,1.936851959678634438e+00,4.759146567075606127e-02,-3.466956029748120404e-03,1.522812634664823695e-04
3.841498748110669492e+00,1.934403765774088013e+00,5.458223828466862021e-02,-4.694412572049741147e-03,1.288818619830624441e-04
3.864640306834227879e+00,1.931560456097596967e+00,6.095504131303815937e-02,-6.124637275576792772e-03,1.166698359967253680e-04
3.887781865557786265e+00,1.928354401232303061e+00,6.592982972674836517e-02,-7.658823553675089650e-03,1.122585096387599264e-04
3.910923424281344651e+00,1.924666990498321795e+00,6.872714096939894213e-02,-9.156171110425740875e-03,1.075541929840036762e-04
3.934064983004902594e+00,1.920526301609702058e+00,6.902591362352500370e-02,-1.044444050678078849e-02,9.680301113174842424e-05
3.957206541728460980e+00,1.916034901755638842e+00,6.718129155154871357e-02,-1.133817322352289464e-02,8.037095683448663400e-05
3.980348100452019366e+00,1.911036491219967770e+00,6.432501297754521230e-02,-1.170523768576635891e-02,6.228151980689846138e-05
4.003489659175577309e+00,1.905167976335744306e+00,6.184305585215887219e-02,-1.155260123690216890e-02,4.593609751487587588e-05
4.026631217899135251e+00,1.898238952396992474e+00,6.063314069576148518e-02,-1.092275101076210266e-02,3.153338797700097433e-05
4.049772776622694082e+00,1.891188496247623085e+00,6.074376068692877162e-02,-9.880212454143026332e-03,1.956167992129573282e-05
4.072914335346252024e+00,1.885568922697877348e+00,6.176811465719878047e-02,-8.458184697052372955e-03,9.784975645171918015e-06
4.096055894069810854e+00,1.881336406349046309e+00,6.339082146086406910e-02,-6.793017222929379102e-03,3.977129226795009385e-06
4.119197452793368797e+00,1.876460175895063420e+00,6.564672822169741184e-02,-5.297564101124380836e-03,1.423800638960456561e-05
4.142339011516926739e+00,1.870201874669303876e+00,6.850932746208317214e-02,-4.534389287853369394e-03,6.185395187708962034e-05
4.165480570240485569e+00,1.864124725466217214e+00,7.094354936113167476e-02,-4.867744570000282454e-03,1.482712122023737593e-04
4.188622128964043512e+00,1.860433539670238945e+00,7.125280343168953479e-02,-6.092380187119638031e-03,2.212666680376888795e-04
4.211763687687601454e+00,1.859870331221101125e+00,6.924521289176584216e-02,-7.439515786532318285e-03,2.071903312740498856e-04
4.234905246411160284e+00,1.860724247576889034e+00,6.663366270566857541e-02,-8.049999538737183727e-03,1.113615530364871903e-04
4.258046805134718227e+00,1.859815511922792597e+00,6.583568049670340816e-02,-7.565794999547527898e-03,2.919934566943565410e-05
4.281188363858276169e+00,1.855443370272224834e+00,6.854868911146858035e-02,-6.463647538053087643e-03,1.630178886417578705e-05
4.304329922581835000e+00,1.850455362711217022e+00,7.419898815299390271e-02,-5.929373215649051503e-03,4.043279607526189883e-05
4.327471481305392942e+00,1.850067896281115454e+00,8.047201878656544405e-02,-7.187534630563961920e-03,8.247648131197509943e-05
4.350613040028950884e+00,1.856682497205829563e+00,8.465564432271921458e-02,-1.043004143652643580e-02,1.596080703248507814e-04
4.373754598752509715e+00,1.867913734166512185e+00,8.606625018110924952e-02,-1.417527437559539666e-02,2.396005698146752311e-04
4.396896157476067657e+00,1.877512630771484226e+00,8.622976670971450874e-02,-1.612576286648865348e-02,2.555056349115612064e-04
4.420037716199625599e+00,1.880642260622696682e+00,8.740782298425071872e-02,-1.505569776214811528e-02,2.039362059238062936e-04
4.443179274923184430e+00,1.877136299432794031e+00,9.138736736962656260e-02,-1.182308174475056595e-02,1.321803906022476745e-04
4.466320833646742372e+00,1.866688571414903075e+00,9.817486924385453173e-02,-8.600566655578350747e-03,8.620626741767747371e-05
4.489462392370300314e+00,1.850212583049512860e+00,1.047096501423605552e-01,-7.432077300779230122e-03,9.617440826092633151e-05
4.512603951093859145e+00,1.837163950024999215e+00,1.061641809237041517e-01,-9.310738465873925201e-03,1.507499828565979914e-04
4.535745509817417087e+00,1.837569539026048915e+00,1.012852531665311834e-01,-1.306377838361262415e-02,1.934535191119406139e-04
4.558887068540975029e+00,1.847361546185243286e+00,9.539447307967495460e-02,-1.523419999692234017e-02,1.890644649456604137e-04
4.582028627264533860e+00,1.853658070379961886e+00,9.398665989376915608e-02,-1.292184152765342604e-02,1.800500573428516981e-04
4.605170185988091802e+00,1.850652842830539990e+00,9.511634571778167235e-02,-8.190345710825228456e-03,1.969025539578129634e-04
