tau,C_mean,C_var
3.402191253226259371e-01,4.511367103516961130e-02,0.000000000000000000e+00
3.446956927610815291e-01,4.518755567260331063e-02,0.000000000000000000e+00
3.491722601995371211e-01,4.527614776869950952e-02,0.000000000000000000e+00
3.536488276379927131e-01,4.542524598202091896e-02,0.000000000000000000e+00
3.581253950764483607e-01,4.557501313971940027e-02,0.000000000000000000e+00
3.626019625149039527e-01,4.572545224308229711e-02,0.000000000000000000e+00
3.670785299533595447e-01,4.587656630686253595e-02,0.000000000000000000e+00
3.715550973918151367e-01,4.602835835933901526e-02,0.000000000000000000e+00
3.760316648302707287e-01,4.618083144237735554e-02,0.000000000000000000e+00
3.805082322687263763e-01,4.633398861149077425e-02,0.000000000000000000e+00
3.849847997071819683e-01,4.648783293590140475e-02,0.000000000000000000e+00
3.894613671456375603e-01,4.664236749860172643e-02,0.000000000000000000e+00
3.939379345840931523e-01,4.679759539641640403e-02,0.000000000000000000e+00
3.984145020225487444e-01,4.695351974006430062e-02,0.000000000000000000e+00
4.028910694610043919e-01,4.711014365422085820e-02,0.000000000000000000e+00
4.073676368994599839e-01,4.722283731474911234e-02,0.000000000000000000e+00
4.118442043379155759e-01,4.727551480986236926e-02,0.000000000000000000e+00
4.163207717763711679e-01,4.732842864794291338e-02,0.000000000000000000e+00
4.207973392148268155e-01,4.738157988936763515e-02,0.000000000000000000e+00
4.252739066532824075e-01,4.743496959927091805e-02,0.000000000000000000e+00
4.297504740917379995e-01,4.748859884756595484e-02,0.000000000000000000e+00
4.342270415301935915e-01,4.754246870896623733e-02,0.000000000000000000e+00
4.387036089686491835e-01,4.759658026300706696e-02,0.000000000000000000e+00
4.431801764071048311e-01,4.765093459406717635e-02,0.000000000000000000e+00
4.476567438455604231e-01,4.770553279139048281e-02,0.000000000000000000e+00
4.521333112840160151e-01,4.776037594910791106e-02,0.000000000000000000e+00
4.566098787224716071e-01,4.781546516625931331e-02,0.000000000000000000e+00
4.610864461609272547e-01,4.788042107022325022e-02,0.000000000000000000e+00
4.655630135993828467e-01,4.796379804955051840e-02,0.000000000000000000e+00
4.700395810378384387e-01,4.804754910821955327e-02,0.000000000000000000e+00
4.745161484762940307e-01,4.813167592457558153e-02,0.000000000000000000e+00
4.789927159147496227e-01,4.821618018449386200e-02,0.000000000000000000e+00
4.834692833532052703e-01,4.830106358141354056e-02,0.000000000000000000e+00
4.879458507916608623e-01,4.838632781637151881e-02,0.000000000000000000e+00
4.924224182301164543e-01,4.847197459803660735e-02,0.000000000000000000e+00
4.968989856685720463e-01,4.855800564274370679e-02,0.000000000000000000e+00
5.013755531070276383e-01,4.864442267452824542e-02,0.000000000000000000e+00
5.058521205454832304e-01,4.873122742516070027e-02,0.000000000000000000e+00
5.103286879839388224e-01,4.881842163418131930e-02,0.000000000000000000e+00
5.148052554223945254e-01,4.895792841489166047e-02,0.000000000000000000e+00
5.192818228608501174e-01,4.910455904101038160e-02,0.000000000000000000e+00
5.237583902993057094e-01,4.925184754042391533e-02,0.000000000000000000e+00
5.282349577377613015e-01,4.939979686474806064e-02,0.000000000000000000e+00
5.327115251762168935e-01,4.954840997884135678e-02,0.000000000000000000e+00
5.371880926146724855e-01,4.969768986086443852e-02,0.000000000000000000e+00
5.416646600531280775e-01,4.984763950233979390e-02,0.000000000000000000e+00
5.461412274915836695e-01,4.999826190821169553e-02,0.000000000000000000e+00
5.506177949300392616e-01,5.014956009690637456e-02,0.000000000000000000e+00
5.550943623684949646e-01,5.030153710039255571e-02,4.814824860968089633e-35
5.595709298069505566e-01,5.045419596424220721e-02,0.000000000000000000e+00
5.640474972454061486e-01,5.063790186389651587e-02,4.814824860968089633e-35
5.685240646838617407e-01,5.082273999510953516e-02,0.000000000000000000e+00
5.730006321223173327e-01,5.100840742149509444e-02,0.000000000000000000e+00
5.774771995607729247e-01,5.119490786377080271e-02,4.814824860968089633e-35
5.819537669992285167e-01,5.138224505934758934e-02,4.814824860968089633e-35
5.864303344376841087e-01,5.157042276240467876e-02,0.000000000000000000e+00
5.909069018761397007e-01,5.175944474396483586e-02,0.000000000000000000e+00
5.953834693145954038e-01,5.194931479196986807e-02,4.814824860968089633e-35
5.998600367530509958e-01,5.214003671135659934e-02,4.814824860968089633e-35
6.043366041915065878e-01,5.233161432413302450e-02,0.000000000000000000e+00
6.088131716299621798e-01,5.242805371713139817e-02,0.000000000000000000e+00
6.132897390684177719e-01,5.246027047283944450e-02,0.000000000000000000e+00
6.177663065068733639e-01,5.249263177231564687e-02,0.000000000000000000e+00
6.222428739453289559e-01,5.252513826407038955e-02,4.814824860968089633e-35
6.267194413837845479e-01,5.255779059952368770e-02,4.814824860968089633e-35
6.311960088222401399e-01,5.259058943301821165e-02,4.814824860968089633e-35
6.356725762606958430e-01,5.262353542183236671e-02,0.000000000000000000e+00
6.401491436991514350e-01,5.265662922619357422e-02,0.000000000000000000e+00
6.446257111376070270e-01,5.268987150929137220e-02,0.000000000000000000e+00
6.491022785760626190e-01,5.272326293729080737e-02,0.000000000000000000e+00
6.535788460145182110e-01,5.284652089672862985e-02,0.000000000000000000e+00
6.580554134529738031e-01,5.301497953806101615e-02,0.000000000000000000e+00
6.625319808914293951e-01,5.318419398631004519e-02,0.000000000000000000e+00
6.670085483298849871e-01,5.335416763248074234e-02,0.000000000000000000e+00
6.714851157683405791e-01,5.352490388279217137e-02,4.814824860968089633e-35
6.759616832067962822e-01,5.369640615874581024e-02,0.000000000000000000e+00
6.804382506452518742e-01,5.386867789719398253e-02,4.814824860968089633e-35
6.849148180837074662e-01,5.404172255040886469e-02,4.814824860968089633e-35
6.893913855221630582e-01,5.421554358615156277e-02,4.814824860968089633e-35
6.938679529606186502e-01,5.437887835931165537e-02,0.000000000000000000e+00
6.983445203990742423e-01,5.448410891914286930e-02,0.000000000000000000e+00
7.028210878375298343e-01,5.458981160663898408e-02,4.814824860968089633e-35
7.072976552759854263e-01,5.469598854004901339e-02,0.000000000000000000e+00
7.117742227144410183e-01,5.480264184712576453e-02,0.000000000000000000e+00
7.162507901528967214e-01,5.490977366516838071e-02,4.814824860968089633e-35
7.207273575913523134e-01,5.501738614106523734e-02,4.814824860968089633e-35
7.252039250298079054e-01,5.512548143133694234e-02,0.000000000000000000e+00
7.296804924682634974e-01,5.523406170217952382e-02,4.814824860968089633e-35
7.341570599067190894e-01,5.534618743806875990e-02,4.814824860968089633e-35
7.386336273451746814e-01,5.552878205388807331e-02,0.000000000000000000e+00
7.431101947836302735e-01,5.571219589911875769e-02,4.814824860968089633e-35
7.475867622220858655e-01,5.589643264931733191e-02,4.814824860968089633e-35
7.520633296605414575e-01,5.608149599653102640e-02,4.814824860968089633e-35
7.565398970989970495e-01,5.626738964937193221e-02,0.000000000000000000e+00
7.610164645374527526e-01,5.645411733309106672e-02,4.814824860968089633e-35
7.654930319759083446e-01,5.664168278965327208e-02,0.000000000000000000e+00
7.699695994143639366e-01,5.683008977781203036e-02,0.000000000000000000e+00
7.744461668528195286e-01,5.699806357724427480e-02,0.000000000000000000e+00
7.789227342912751206e-01,5.711212441433079906e-02,0.000000000000000000e+00
7.833993017297307127e-01,5.722669699702388757e-02,0.000000000000000000e+00
7.878758691681863047e-01,5.734178362132251461e-02,4.814824860968089633e-35
7.923524366066418967e-01,5.745738659352691430e-02,0.000000000000000000e+00
7.968290040450974887e-01,5.757350823028474507e-02,0.000000000000000000e+00
8.013055714835531917e-01,5.769015085863754555e-02,0.000000000000000000e+00
8.057821389220087838e-01,5.780731681606737782e-02,0.000000000000000000e+00
8.102587063604643758e-01,5.792500845054364411e-02,0.000000000000000000e+00
8.147352737989199678e-01,5.807673471631576156e-02,0.000000000000000000e+00
8.192118412373755598e-01,5.823506814919874458e-02,0.000000000000000000e+00
8.236884086758311518e-01,5.839411196121552239e-02,0.000000000000000000e+00
8.281649761142867439e-01,5.855386933955471912e-02,0.000000000000000000e+00
8.326415435527423359e-01,5.871434348570456901e-02,0.000000000000000000e+00
8.371181109911979279e-01,5.887553761551715670e-02,4.814824860968089633e-35
8.415946784296536309e-01,5.903745495927279624e-02,4.814824860968089633e-35
8.460712458681092230e-01,5.920009876174473634e-02,0.000000000000000000e+00
8.505478133065648150e-01,5.927446182056608087e-02,0.000000000000000000e+00
8.550243807450204070e-01,5.931548844869653780e-02,0.000000000000000000e+00
8.595009481834759990e-01,5.935669914698844807e-02,0.000000000000000000e+00
8.639775156219315910e-01,5.939809474129140870e-02,0.000000000000000000e+00
8.684540830603871830e-01,5.943967606116028202e-02,0.000000000000000000e+00
8.729306504988427751e-01,5.948144393987179340e-02,0.000000000000000000e+00
8.774072179372983671e-01,5.952339921444127491e-02,0.000000000000000000e+00
8.818837853757540701e-01,5.956554272563939489e-02,0.000000000000000000e+00
8.863603528142096621e-01,5.979568940805418675e-02,0.000000000000000000e+00
8.908369202526652542e-01,6.005082453929318220e-02,0.000000000000000000e+00
8.953134876911208462e-01,6.030710436038213412e-02,4.814824860968089633e-35
8.997900551295764382e-01,6.056453400708909640e-02,4.814824860968089633e-35
9.042666225680320302e-01,6.082311863822424669e-02,0.000000000000000000e+00
9.087431900064876222e-01,6.108286343574331756e-02,0.000000000000000000e+00
9.132197574449432143e-01,6.134377360485138153e-02,0.000000000000000000e+00
9.176963248833988063e-01,6.157838208273815062e-02,0.000000000000000000e+00
9.221728923218545093e-01,6.175388649701872568e-02,0.000000000000000000e+00
9.266494597603101013e-01,6.193017832979661602e-02,4.814824860968089633e-35
9.311260271987656933e-01,6.210726111390538901e-02,0.000000000000000000e+00
9.356025946372212854e-01,6.228513839802908569e-02,4.814824860968089633e-35
9.400791620756768774e-01,6.246381374677321963e-02,0.000000000000000000e+00
9.445557295141324694e-01,6.264329074073630987e-02,0.000000000000000000e+00
9.490322969525880614e-01,6.282357297658161532e-02,0.000000000000000000e+00
9.535088643910436534e-01,6.295987825866516951e-02,0.000000000000000000e+00
9.579854318294992455e-01,6.309630593932939735e-02,0.000000000000000000e+00
9.624619992679549485e-01,6.323334571673056015e-02,0.000000000000000000e+00
9.669385667064105405e-01,6.337100033710324487e-02,0.000000000000000000e+00
9.714151341448661325e-01,6.350927255900332136e-02,0.000000000000000000e+00
9.758917015833217246e-01,6.364816515336316205e-02,0.000000000000000000e+00
9.803682690217773166e-01,6.378768090354725029e-02,0.000000000000000000e+00
9.848448364602329086e-01,6.376017024264181432e-02,0.000000000000000000e+00
9.893214038986885006e-01,6.371324675533068804e-02,0.000000000000000000e+00
9.937979713371440926e-01,6.366611274099652495e-02,0.000000000000000000e+00
9.982745387755996846e-01,6.361876725508833208e-02,0.000000000000000000e+00
1.002751106214055277e+00,6.357120934881725638e-02,0.000000000000000000e+00
1.007227673652510980e+00,6.352343806913762769e-02,0.000000000000000000e+00
1.011704241090966461e+00,6.348211270636081038e-02,0.000000000000000000e+00
1.016180808529422164e+00,6.372311722014428748e-02,0.000000000000000000e+00
1.020657375967877645e+00,6.396520302531784330e-02,0.000000000000000000e+00
1.025133943406333348e+00,6.420837497320590337e-02,0.000000000000000000e+00
1.029610510844789051e+00,6.445263793689880172e-02,0.000000000000000000e+00
1.034087078283244532e+00,6.469799681135041114e-02,0.000000000000000000e+00
1.038563645721700235e+00,6.494445651347645343e-02,0.000000000000000000e+00
1.043040213160155716e+00,6.513930879290112663e-02,0.000000000000000000e+00
1.047516780598611419e+00,6.523877927152585410e-02,0.000000000000000000e+00
1.051993348037066900e+00,6.533869603462225117e-02,0.000000000000000000e+00
1.056469915475522603e+00,6.543906108449125403e-02,0.000000000000000000e+00
1.060946482913978084e+00,6.553987643241727945e-02,0.000000000000000000e+00
1.065423050352433787e+00,6.564114409870860922e-02,0.000000000000000000e+00
1.069899617790889490e+00,6.574286611273781611e-02,0.000000000000000000e+00
1.074376185229344971e+00,6.597979878245621710e-02,0.000000000000000000e+00
1.078852752667800674e+00,6.623639086766508477e-02,0.000000000000000000e+00
1.083329320106256155e+00,6.649413417949684435e-02,0.000000000000000000e+00
1.087805887544711858e+00,6.675303388304747176e-02,0.000000000000000000e+00
1.092282454983167339e+00,6.701309516658660037e-02,0.000000000000000000e+00
1.096759022421623042e+00,6.727432324166161826e-02,0.000000000000000000e+00
1.101235589860078523e+00,6.750594117456161503e-02,0.000000000000000000e+00
1.105712157298534226e+00,6.771680308369949775e-02,0.000000000000000000e+00
1.110188724736989929e+00,6.792861104635015967e-02,0.000000000000000000e+00
1.114665292175445410e+00,6.814136930707934137e-02,0.000000000000000000e+00
1.119141859613901113e+00,6.835508212949657769e-02,0.000000000000000000e+00
1.123618427052356594e+00,6.856975379634044909e-02,0.000000000000000000e+00
1.128094994490812297e+00,6.876026541550672722e-02,0.000000000000000000e+00
1.132571561929267778e+00,6.892271712615093138e-02,0.000000000000000000e+00
1.137048129367723481e+00,6.908589769300316208e-02,0.000000000000000000e+00
1.141524696806178962e+00,6.924981038615127260e-02,0.000000000000000000e+00
1.146001264244634665e+00,6.941445849035476900e-02,0.000000000000000000e+00
1.150477831683090368e+00,6.957984530511052146e-02,0.000000000000000000e+00
1.154954399121545849e+00,6.968963027046186365e-02,0.000000000000000000e+00
1.159430966560001552e+00,6.974525500167236269e-02,0.000000000000000000e+00
1.163907533998457033e+00,6.980112929892619278e-02,0.000000000000000000e+00
1.168384101436912736e+00,6.985725428192696151e-02,0.000000000000000000e+00
1.172860668875368217e+00,6.991363107540188304e-02,0.000000000000000000e+00
1.177337236313823920e+00,6.997026080912438495e-02,0.000000000000000000e+00
1.181813803752279401e+00,7.010747552047692788e-02,0.000000000000000000e+00
1.186290371190735105e+00,7.027889259198524807e-02,0.000000000000000000e+00
1.190766938629190808e+00,7.045107874370967749e-02,0.000000000000000000e+00
1.195243506067646289e+00,7.062403742620720903e-02,0.000000000000000000e+00
1.199720073506101992e+00,7.079777210551616018e-02,0.000000000000000000e+00
1.204196640944557473e+00,7.096937139770591318e-02,0.000000000000000000e+00
1.208673208383013176e+00,7.108623615325213030e-02,0.000000000000000000e+00
1.213149775821468657e+00,7.120362523447174019e-02,0.000000000000000000e+00
1.217626343259924360e+00,7.132154099380548506e-02,0.000000000000000000e+00
1.222102910698379841e+00,7.143998579424855333e-02,0.000000000000000000e+00
1.226579478136835544e+00,7.155896200939798613e-02,0.000000000000000000e+00
1.231056045575291247e+00,7.180624940383391330e-02,0.000000000000000000e+00
1.235532613013746728e+00,7.216638802782952833e-02,0.000000000000000000e+00
1.240009180452202431e+00,7.252814245058035458e-02,0.000000000000000000e+00
1.244485747890657912e+00,7.289151992153271309e-02,0.000000000000000000e+00
1.248962315329113615e+00,7.325652772265829615e-02,0.000000000000000000e+00
1.253438882767569096e+00,7.356770833333332871e-02,0.000000000000000000e+00
1.257915450206024799e+00,7.356770833333332871e-02,0.000000000000000000e+00
1.262392017644480280e+00,7.356770833333332871e-02,0.000000000000000000e+00
1.266868585082935983e+00,7.356770833333332871e-02,0.000000000000000000e+00
1.271345152521391686e+00,7.356770833333332871e-02,0.000000000000000000e+00
1.275821719959847167e+00,7.356770833333332871e-02,0.000000000000000000e+00
1.280298287398302870e+00,7.390472515906169881e-02,0.000000000000000000e+00
1.284774854836758351e+00,7.428304170405980456e-02,0.000000000000000000e+00
1.289251422275214054e+00,7.466305560491413862e-02,0.000000000000000000e+00
1.293727989713669535e+00,7.504477447698525150e-02,0.000000000000000000e+00
1.298204557152125238e+00,7.542820596980083503e-02,0.000000000000000000e+00
1.302681124590580719e+00,7.552083333333332871e-02,0.000000000000000000e+00
1.307157692029036422e+00,7.552083333333332871e-02,0.000000000000000000e+00
1.311634259467492125e+00,7.552083333333332871e-02,0.000000000000000000e+00
1.316110826905947606e+00,7.552083333333332871e-02,0.000000000000000000e+00
1.320587394344403309e+00,7.552083333333332871e-02,0.000000000000000000e+00
1.325063961782858790e+00,7.571498956424867199e-02,0.000000000000000000e+00
1.329540529221314493e+00,7.597874751571749574e-02,0.000000000000000000e+00
1.334017096659769974e+00,7.624368884420078263e-02,0.000000000000000000e+00
1.338493664098225677e+00,7.650981885904052648e-02,0.000000000000000000e+00
1.342970231536681158e+00,7.677714289339954146e-02,0.000000000000000000e+00
1.347446798975136861e+00,7.698997889494306468e-02,0.000000000000000000e+00
1.351923366413592564e+00,7.719227502147159303e-02,0.000000000000000000e+00
1.356399933852048045e+00,7.739547877025346190e-02,0.000000000000000000e+00
1.360876501290503748e+00,7.759959421342872699e-02,0.000000000000000000e+00
1.365353068728959229e+00,7.780805629123466183e-02,0.000000000000000000e+00
1.369829636167414932e+00,7.815130816047530238e-02,0.000000000000000000e+00
1.374306203605870413e+00,7.849610006431952114e-02,0.000000000000000000e+00
1.378782771044326116e+00,7.884243891229004986e-02,0.000000000000000000e+00
1.383259338482781597e+00,7.919033164490983656e-02,0.000000000000000000e+00
1.387735905921237300e+00,7.942708333333332871e-02,0.000000000000000000e+00
1.392212473359693004e+00,7.942708333333332871e-02,0.000000000000000000e+00
1.396689040798148485e+00,7.942708333333332871e-02,0.000000000000000000e+00
1.401165608236604188e+00,7.942708333333332871e-02,0.000000000000000000e+00
1.405642175675059669e+00,7.942708333333332871e-02,0.000000000000000000e+00
1.410118743113515372e+00,7.968310806209938368e-02,0.000000000000000000e+00
1.414595310551970853e+00,8.004207495529669369e-02,0.000000000000000000e+00
1.419071877990426556e+00,8.040265239015924326e-02,0.000000000000000000e+00
1.423548445428882037e+00,8.076484759254681789e-02,0.000000000000000000e+00
1.428025012867337740e+00,8.109907569244328984e-02,0.000000000000000000e+00
1.432501580305793443e+00,8.131834721934780297e-02,0.000000000000000000e+00
1.436978147744248924e+00,8.153860253037491235e-02,0.000000000000000000e+00
1.441454715182704627e+00,8.175984603937269668e-02,0.000000000000000000e+00
1.445931282621160108e+00,8.198208217999233827e-02,0.000000000000000000e+00
1.450407850059615811e+00,8.226333720770284685e-02,0.000000000000000000e+00
1.454884417498071292e+00,8.256231692033545733e-02,0.000000000000000000e+00
1.459360984936526995e+00,8.286263803601490174e-02,0.000000000000000000e+00
1.463837552374982476e+00,8.316430657308306051e-02,0.000000000000000000e+00
1.468314119813438179e+00,8.329983452244571485e-02,0.000000000000000000e+00
1.472790687251893660e+00,8.322373913669568746e-02,0.000000000000000000e+00
1.477267254690349363e+00,8.314730234121789354e-02,0.000000000000000000e+00
1.481743822128805066e+00,8.307052260424270529e-02,0.000000000000000000e+00
1.486220389567260547e+00,8.306546895148790577e-02,0.000000000000000000e+00
1.490696957005716250e+00,8.337534992268608169e-02,0.000000000000000000e+00
1.495173524444171731e+00,8.368662120654210557e-02,0.000000000000000000e+00
1.499650091882627434e+00,8.399928904083589498e-02,0.000000000000000000e+00
1.504126659321082915e+00,8.431422565583383821e-02,0.000000000000000000e+00
1.508603226759538618e+00,8.470857535655910986e-02,0.000000000000000000e+00
1.513079794197994099e+00,8.510469434753291373e-02,0.000000000000000000e+00
1.517556361636449802e+00,8.550259056685681480e-02,0.000000000000000000e+00
1.522032929074905505e+00,8.590227198824752775e-02,0.000000000000000000e+00
1.526509496513360986e+00,8.615724797271795410e-02,0.000000000000000000e+00
1.530986063951816689e+00,8.639921350667863209e-02,0.000000000000000000e+00
1.535462631390272170e+00,8.664226464374467918e-02,0.000000000000000000e+00
1.539939198828727873e+00,8.688640625458544930e-02,0.000000000000000000e+00
1.544415766267183354e+00,8.698658941057432759e-02,0.000000000000000000e+00
1.548892333705639057e+00,8.706870182987673512e-02,0.000000000000000000e+00
1.553368901144094538e+00,8.715118265494306571e-02,0.000000000000000000e+00
1.557845468582550241e+00,8.723403353866346355e-02,0.000000000000000000e+00
1.562322036021005944e+00,8.739492894935449452e-02,0.000000000000000000e+00
1.566798603459461425e+00,8.756212092814570636e-02,0.000000000000000000e+00
1.571275170897917128e+00,8.773006303084260327e-02,0.000000000000000000e+00
1.575751738336372609e+00,8.790689224590549078e-02,0.000000000000000000e+00
1.580228305774828312e+00,8.824579717016689528e-02,0.000000000000000000e+00
1.584704873213283793e+00,8.858622262601879849e-02,0.000000000000000000e+00
1.589181440651739496e+00,8.892817543548170445e-02,0.000000000000000000e+00
1.593658008090194977e+00,8.925192392172111300e-02,0.000000000000000000e+00
1.598134575528650680e+00,8.951069500070679696e-02,0.000000000000000000e+00
1.602611142967106383e+00,8.977062708259372914e-02,0.000000000000000000e+00
1.607087710405561864e+00,9.003172537634010486e-02,0.000000000000000000e+00
1.611564277844017568e+00,9.029399511427471658e-02,0.000000000000000000e+00
1.616040845282473049e+00,9.055744155220160629e-02,0.000000000000000000e+00
1.620517412720928752e+00,9.082206996950563382e-02,0.000000000000000000e+00
1.624993980159384233e+00,9.108788566925810071e-02,0.000000000000000000e+00
1.629470547597839936e+00,9.142458085998636519e-02,0.000000000000000000e+00
1.633947115036295417e+00,9.178218921884119530e-02,0.000000000000000000e+00
1.638423682474751120e+00,9.214140202415803393e-02,0.000000000000000000e+00
1.642900249913206823e+00,9.250222647444993063e-02,0.000000000000000000e+00
1.647376817351662304e+00,9.286466980052682230e-02,0.000000000000000000e+00
1.651853384790118007e+00,9.322873926564045899e-02,0.000000000000000000e+00
1.656329952228573488e+00,9.359444216562985697e-02,0.000000000000000000e+00
1.660806519667029191e+00,9.364410708546620776e-02,0.000000000000000000e+00
1.665283087105484672e+00,9.345961119129671257e-02,0.000000000000000000e+00
1.669759654543940375e+00,9.327428753743612078e-02,0.000000000000000000e+00
1.674236221982395856e+00,9.314226202644262931e-02,0.000000000000000000e+00
1.678712789420851559e+00,9.389022335200521152e-02,0.000000000000000000e+00
1.683189356859307262e+00,9.464154048252249041e-02,0.000000000000000000e+00
1.687665924297762743e+00,9.539622847415647755e-02,0.000000000000000000e+00
1.692142491736218446e+00,9.570312500000000000e-02,0.000000000000000000e+00
1.696619059174673927e+00,9.570312500000000000e-02,0.000000000000000000e+00
1.701095626613129630e+00,9.570312500000000000e-02,0.000000000000000000e+00
1.705572194051585111e+00,9.573855021977323299e-02,0.000000000000000000e+00
1.710048761490040814e+00,9.593149284841560875e-02,0.000000000000000000e+00
1.714525328928496295e+00,9.612530113388678688e-02,0.000000000000000000e+00
1.719001896366951998e+00,9.631997896004468318e-02,0.000000000000000000e+00
1.723478463805407701e+00,9.667689378967828095e-02,0.000000000000000000e+00
1.727955031243863182e+00,9.706975104744697269e-02,0.000000000000000000e+00
1.732431598682318885e+00,9.746437089946634325e-02,0.000000000000000000e+00
