tau,S_mean,S_var,Mz_mean,Mz_var
1.810564429525350905e+00,7.335194653671534004e-02,0.000000000000000000e+00,-2.133297186250893325e-03,0.000000000000000000e+00
1.831139025315411839e+00,8.007822126356008152e-02,0.000000000000000000e+00,-2.268044803936862270e-03,0.000000000000000000e+00
1.851713621105472551e+00,8.711325128494344650e-02,0.000000000000000000e+00,-2.405359210966190840e-03,0.000000000000000000e+00
1.872288216895533264e+00,9.477923641782513842e-02,0.000000000000000000e+00,-2.544855780916360603e-03,0.000000000000000000e+00
1.892862812685594198e+00,1.026267444130355561e-01,0.000000000000000000e+00,-2.687049172601972593e-03,0.000000000000000000e+00
1.913437408475654911e+00,1.112052247571665153e-01,0.000000000000000000e+00,-2.826997908866432999e-03,0.000000000000000000e+00
1.934012004265715845e+00,1.199620320789652889e-01,0.000000000000000000e+00,-2.969855859136792068e-03,0.000000000000000000e+00
1.954586600055776557e+00,1.293596930551367541e-01,0.000000000000000000e+00,-3.106121057328594445e-03,0.000000000000000000e+00
1.975161195845837270e+00,1.389970732602049397e-01,0.000000000000000000e+00,-3.244294302875694574e-03,0.000000000000000000e+00
1.995735791635898204e+00,1.491826679697090263e-01,0.000000000000000000e+00,-3.371334096023858706e-03,0.000000000000000000e+00
2.016310387425959139e+00,1.596295547611743804e-01,0.000000000000000000e+00,-3.499019554226684425e-03,0.000000000000000000e+00
2.036884983216019851e+00,1.705496319740276157e-01,0.000000000000000000e+00,-3.609312736544194496e-03,0.000000000000000000e+00
2.057459579006080563e+00,1.817250124747606665e-01,0.000000000000000000e+00,-3.719006149567295576e-03,0.000000000000000000e+00
2.078034174796141276e+00,1.932765269013370923e-01,0.000000000000000000e+00,-3.804610295774108700e-03,0.000000000000000000e+00
2.098608770586202432e+00,2.050729502049938868e-01,0.000000000000000000e+00,-3.884280890068449871e-03,0.000000000000000000e+00
2.119183366376263145e+00,2.171303631231893405e-01,0.000000000000000000e+00,-3.940159056842117320e-03,0.000000000000000000e+00
2.139757962166323857e+00,2.293869935776870206e-01,0.000000000000000000e+00,-3.978473368609109113e-03,0.000000000000000000e+00
2.160332557956384569e+00,2.418444351189067421e-01,0.000000000000000000e+00,-3.997931069942074409e-03,0.000000000000000000e+00
2.180907153746445282e+00,2.543818904961472893e-01,0.000000000000000000e+00,-3.983166394445032850e-03,0.000000000000000000e+00
2.201481749536506438e+00,2.670787845097761237e-01,0.000000000000000000e+00,-3.951376172716805635e-03,0.000000000000000000e+00
2.222056345326567151e+00,2.797725734865104119e-01,0.000000000000000000e+00,-3.880439903421474632e-03,0.000000000000000000e+00
2.242630941116627863e+00,2.924832669856682332e-01,0.000000000000000000e+00,-3.778039648201084351e-03,0.000000000000000000e+00
2.263205536906688575e+00,3.052578744611628148e-01,0.000000000000000000e+00,-3.649651336757382247e-03,0.000000000000000000e+00
2.283780132696749288e+00,3.178625420245649869e-01,0.000000000000000000e+00,-3.471086846514716360e-03,0.000000000000000000e+00
2.304354728486810444e+00,3.304216874996631637e-01,0.000000000000000000e+00,-3.257439457075070495e-03,0.000000000000000000e+00
2.324929324276871156e+00,3.429487560720417827e-01,0.000000000000000000e+00,-3.009782244394433419e-03,0.000000000000000000e+00
2.345503920066931869e+00,3.552945876622399246e-01,0.000000000000000000e+00,-2.713616190910656065e-03,0.000000000000000000e+00
2.366078515856992581e+00,3.674957689913720404e-01,0.000000000000000000e+00,-2.372455513616038032e-03,0.000000000000000000e+00
2.386653111647053294e+00,3.796284126751238164e-01,0.000000000000000000e+00,-1.992866167897936261e-03,0.000000000000000000e+00
2.407227707437114450e+00,3.916844994091098764e-01,0.000000000000000000e+00,-1.573178394825750382e-03,0.000000000000000000e+00
2.427802303227175162e+00,4.035982571576226530e-01,0.000000000000000000e+00,-1.105192251525650635e-03,0.000000000000000000e+00
2.448376899017235875e+00,4.154619992907422343e-01,0.000000000000000000e+00,-5.955814251460218780e-04,0.000000000000000000e+00
2.468951494807296587e+00,4.273463759775334991e-01,0.000000000000000000e+00,-4.924455923308496174e-05,0.000000000000000000e+00
2.489526090597357744e+00,4.392905531603059077e-01,0.000000000000000000e+00,5.324105477707730561e-04,0.000000000000000000e+00
2.510100686387418456e+00,4.513461645576561376e-01,0.000000000000000000e+00,1.147024944956887655e-03,0.000000000000000000e+00
2.530675282177479168e+00,4.635766791649350571e-01,0.000000000000000000e+00,1.791257083243485764e-03,0.000000000000000000e+00
2.551249877967539881e+00,4.760682374363363056e-01,0.000000000000000000e+00,2.461110890469132319e-03,0.000000000000000000e+00
2.571824473757600593e+00,4.889031924397169160e-01,0.000000000000000000e+00,3.148470768482361081e-03,0.000000000000000000e+00
2.592399069547661750e+00,5.021513298935358360e-01,0.000000000000000000e+00,3.847349624432740232e-03,0.000000000000000000e+00
2.612973665337722462e+00,5.158798370202887229e-01,0.000000000000000000e+00,4.550786422491896743e-03,0.000000000000000000e+00
2.633548261127783174e+00,5.301488184931835157e-01,0.000000000000000000e+00,5.250884732522366483e-03,0.000000000000000000e+00
2.654122856917843887e+00,5.450068120087157020e-01,0.000000000000000000e+00,5.938865191568012958e-03,0.000000000000000000e+00
2.674697452707904599e+00,5.604868156702669246e-01,0.000000000000000000e+00,6.605135309769715780e-03,0.000000000000000000e+00
2.695272048497965756e+00,5.766032658979739489e-01,0.000000000000000000e+00,7.239380981907865033e-03,0.000000000000000000e+00
2.715846644288026468e+00,5.933502816630281673e-01,0.000000000000000000e+00,7.830681137351833826e-03,0.000000000000000000e+00
2.736421240078087180e+00,6.107013929170480582e-01,0.000000000000000000e+00,8.367638932326044651e-03,0.000000000000000000e+00
2.756995835868147893e+00,6.286109228019892692e-01,0.000000000000000000e+00,8.838536583548333922e-03,0.000000000000000000e+00
2.777570431658208605e+00,6.470169936588612281e-01,0.000000000000000000e+00,9.231518841868341721e-03,0.000000000000000000e+00
2.798145027448269762e+00,6.658459125832359993e-01,0.000000000000000000e+00,9.534798034258823787e-03,0.000000000000000000e+00
2.818719623238330474e+00,6.850032655357430889e-01,0.000000000000000000e+00,9.724494140011290949e-03,0.000000000000000000e+00
2.839294219028391186e+00,7.044050672626808174e-01,0.000000000000000000e+00,9.798257050434334980e-03,0.000000000000000000e+00
2.859868814818451899e+00,7.239816628680830757e-01,0.000000000000000000e+00,9.746974963119357099e-03,0.000000000000000000e+00
2.880443410608513055e+00,7.436796292923383289e-01,0.000000000000000000e+00,9.561875354114297842e-03,0.000000000000000000e+00
2.901018006398573768e+00,7.634682508183999738e-01,0.000000000000000000e+00,9.235591106838339850e-03,0.000000000000000000e+00
2.921592602188634480e+00,7.832942515137456541e-01,0.000000000000000000e+00,8.738737690917371820e-03,0.000000000000000000e+00
2.942167197978695192e+00,8.032471939133402072e-01,0.000000000000000000e+00,8.089223196478619385e-03,0.000000000000000000e+00
2.962741793768755905e+00,8.234011869521410398e-01,0.000000000000000000e+00,7.286962175153235792e-03,0.000000000000000000e+00
2.983316389558817061e+00,8.438589567980907535e-01,0.000000000000000000e+00,6.314403997688895591e-03,0.000000000000000000e+00
3.003890985348877773e+00,8.647864221478719360e-01,0.000000000000000000e+00,5.187135464060254469e-03,0.000000000000000000e+00
3.024465581138938486e+00,8.863494880694308131e-01,0.000000000000000000e+00,3.917014539256932423e-03,0.000000000000000000e+00
3.045040176928999198e+00,9.087956159586023652e-01,0.000000000000000000e+00,2.497510549223615033e-03,0.000000000000000000e+00
3.065614772719059911e+00,9.322236316174393744e-01,0.000000000000000000e+00,9.630674052807470728e-04,0.000000000000000000e+00
3.086189368509121067e+00,9.569237847840843525e-01,0.000000000000000000e+00,-6.834833260703350412e-04,0.000000000000000000e+00
3.106763964299181779e+00,9.828690433017477357e-01,0.000000000000000000e+00,-2.407169811768825572e-03,0.000000000000000000e+00
3.127338560089242492e+00,1.010285066671745335e+00,0.000000000000000000e+00,-4.185833425267529440e-03,0.000000000000000000e+00
3.147913155879303204e+00,1.039025767610674000e+00,0.000000000000000000e+00,-5.984123672821333416e-03,0.000000000000000000e+00
3.168487751669363917e+00,1.069096678309030546e+00,0.000000000000000000e+00,-7.763298934478724510e-03,0.000000000000000000e+00
3.189062347459425073e+00,1.100350052023620684e+00,0.000000000000000000e+00,-9.477076205797839784e-03,0.000000000000000000e+00
3.209636943249485785e+00,1.132605267067155141e+00,0.000000000000000000e+00,-1.108531395751900621e-02,0.000000000000000000e+00
3.230211539039546498e+00,1.165706051774793695e+00,0.000000000000000000e+00,-1.253185597828073046e-02,0.000000000000000000e+00
3.250786134829607210e+00,1.199488273907152625e+00,0.000000000000000000e+00,-1.375662212900540318e-02,0.000000000000000000e+00
3.271360730619668367e+00,1.233856633047003770e+00,0.000000000000000000e+00,-1.472223280654620832e-02,0.000000000000000000e+00
3.291935326409729079e+00,1.268794415270572351e+00,0.000000000000000000e+00,-1.538469269653448303e-02,0.000000000000000000e+00
3.312509922199789791e+00,1.304370246443572245e+00,0.000000000000000000e+00,-1.570934854726950200e-02,0.000000000000000000e+00
3.333084517989850504e+00,1.340736116134276568e+00,0.000000000000000000e+00,-1.567579481885749207e-02,0.000000000000000000e+00
3.353659113779911216e+00,1.378100823375231210e+00,0.000000000000000000e+00,-1.528194472412926219e-02,0.000000000000000000e+00
3.374233709569972373e+00,1.416679582581434449e+00,0.000000000000000000e+00,-1.454633185205762153e-02,0.000000000000000000e+00
3.394808305360033085e+00,1.456630229319632042e+00,0.000000000000000000e+00,-1.350797732507766531e-02,0.000000000000000000e+00
3.415382901150093797e+00,1.497991491435514133e+00,0.000000000000000000e+00,-1.222364970774652594e-02,0.000000000000000000e+00
3.435957496940154510e+00,1.540641920431686795e+00,0.000000000000000000e+00,-1.076293845853428660e-02,0.000000000000000000e+00
3.456532092730215222e+00,1.584293531362356955e+00,0.000000000000000000e+00,-9.202131174250522544e-03,0.000000000000000000e+00
3.477106688520276379e+00,1.628526239458564451e+00,0.000000000000000000e+00,-7.618163737654429571e-03,0.000000000000000000e+00
3.497681284310337091e+00,1.672843505990192270e+00,0.000000000000000000e+00,-6.085774286201535085e-03,0.000000000000000000e+00
3.518255880100397803e+00,1.716733146310688740e+00,0.000000000000000000e+00,-4.680397138990448694e-03,0.000000000000000000e+00
3.538830475890458516e+00,1.759939381758391486e+00,0.000000000000000000e+00,-3.458787805200530443e-03,0.000000000000000000e+00
3.559405071680519228e+00,1.802354483717111489e+00,0.000000000000000000e+00,-2.487446646406264814e-03,0.000000000000000000e+00
3.579979667470580385e+00,1.844174735184207048e+00,0.000000000000000000e+00,-1.837839960650464307e-03,0.000000000000000000e+00
3.600554263260641097e+00,1.885935506600599387e+00,0.000000000000000000e+00,-1.572156863293650442e-03,0.000000000000000000e+00
3.621128859050701809e+00,1.928306189990832697e+00,0.000000000000000000e+00,-1.785318635251779062e-03,0.000000000000000000e+00
3.641703454840762522e+00,1.972045389355398193e+00,0.000000000000000000e+00,-2.547266919477312718e-03,0.000000000000000000e+00
3.662278050630823678e+00,2.017760371163426658e+00,0.000000000000000000e+00,-3.912312560812249325e-03,0.000000000000000000e+00
3.682852646420884390e+00,2.065912745255027438e+00,0.000000000000000000e+00,-5.921148815428465412e-03,0.000000000000000000e+00
3.703427242210945103e+00,2.116550663291885126e+00,0.000000000000000000e+00,-8.481380230608317333e-03,0.000000000000000000e+00
3.724001838001005815e+00,2.169536582052784102e+00,0.000000000000000000e+00,-1.141530665012146714e-02,0.000000000000000000e+00
3.744576433791066528e+00,2.224590139974627512e+00,0.000000000000000000e+00,-1.441383412834531738e-02,0.000000000000000000e+00
3.765151029581127684e+00,2.281404285783390939e+00,0.000000000000000000e+00,-1.705055930416307999e-02,0.000000000000000000e+00
3.785725625371188396e+00,2.339714717143927203e+00,0.000000000000000000e+00,-1.884170934565833344e-02,0.000000000000000000e+00
3.806300221161249109e+00,2.399271849861569272e+00,0.000000000000000000e+00,-1.934936342466244547e-02,0.000000000000000000e+00
3.826874816951309821e+00,2.459724321590697649e+00,0.000000000000000000e+00,-1.830519015835968891e-02,0.000000000000000000e+00
3.847449412741370534e+00,2.520480120117770007e+00,0.000000000000000000e+00,-1.571646042603765808e-02,0.000000000000000000e+00
3.868024008531431690e+00,2.580622645702749907e+00,0.000000000000000000e+00,-1.191387184086627020e-02,0.000000000000000000e+00
3.888598604321492402e+00,2.638809663002947836e+00,0.000000000000000000e+00,-7.528047463557383835e-03,0.000000000000000000e+00
3.909173200111553115e+00,2.693677237845061079e+00,0.000000000000000000e+00,-3.395565437509373043e-03,0.000000000000000000e+00
3.929747795901613827e+00,2.743632056845712874e+00,0.000000000000000000e+00,-3.510835054725844426e-04,0.000000000000000000e+00
3.950322391691674540e+00,2.787349201756003314e+00,0.000000000000000000e+00,9.886911473739031040e-04,0.000000000000000000e+00
3.970896987481735696e+00,2.823658251404964403e+00,0.000000000000000000e+00,3.302781635223421899e-04,0.000000000000000000e+00
3.991471583271796408e+00,2.852211458709765779e+00,0.000000000000000000e+00,-2.131108137348453838e-03,0.000000000000000000e+00
4.012046179061857565e+00,2.873465265580078309e+00,0.000000000000000000e+00,-5.853695194962811425e-03,0.000000000000000000e+00
4.032620774851918277e+00,2.889344907569355581e+00,0.000000000000000000e+00,-1.002458487179502811e-02,0.000000000000000000e+00
4.053195370641978990e+00,2.903566289320658633e+00,0.000000000000000000e+00,-1.377157303849298360e-02,0.000000000000000000e+00
4.073769966432039702e+00,2.920658116373694213e+00,0.000000000000000000e+00,-1.639321061540898947e-02,0.000000000000000000e+00
4.094344562222100414e+00,2.944161663573599430e+00,0.000000000000000000e+00,-1.749128335623930178e-02,0.000000000000000000e+00
