tau,S_mean,S_var,Mz_mean,Mz_var
1.203361053625028987e+00,2.441978656390602059e-03,1.514899217840827249e-09,-1.601400427565804433e-04,5.449239756141916418e-07
1.226502612348587373e+00,2.772329456567011654e-03,2.054146818890209289e-09,-1.778612334792743224e-04,6.696812963403316325e-07
1.249644171072145538e+00,3.118255885020680337e-03,2.719978400241520047e-09,-1.962726779356054605e-04,8.127106343557900483e-07
1.272785729795703702e+00,3.849191329122787688e-03,5.270182111869080131e-09,-2.283511458655840796e-04,1.084206011091217641e-06
1.295927288519262088e+00,4.597238996819901814e-03,8.745475208320299585e-09,-2.611806157071985672e-04,1.402498573492014682e-06
1.319068847242820253e+00,5.362799509259513590e-03,1.320850941929094390e-08,-2.947786694681835693e-04,1.770599640426853152e-06
1.342210405966378639e+00,6.146282866691912990e-03,1.872534516617360503e-08,-3.291633007757281009e-04,2.191681779865559454e-06
1.365351964689936803e+00,6.948108668048087917e-03,2.536562335512837273e-08,-3.643529245130609664e-04,2.669086882851086899e-06
1.388493523413494968e+00,7.934785153360624302e-03,3.633601297940454883e-08,-4.055146485621859381e-04,3.276559008313782569e-06
1.411635082137053354e+00,9.427260781193411848e-03,6.107513273754074200e-08,-4.626031883959733711e-04,4.191571673445629830e-06
1.434776640860611518e+00,1.095467735608198628e-02,9.300716788464739470e-08,-5.210282509914230522e-04,5.244522379774982109e-06
1.457918199584169905e+00,1.251785289458781127e-02,1.326138133588038534e-07,-5.808211262203309818e-04,6.444159932565064136e-06
1.481059758307728069e+00,1.411762456418699276e-02,1.804028824928946920e-07,-6.420138364942635937e-04,7.799699421710587334e-06
1.504201317031286234e+00,1.591724083751146906e-02,2.478651815219195182e-07,-7.093575172034882401e-04,9.418059035225748927e-06
1.527342875754844620e+00,1.853573912090225942e-02,3.917724851816130041e-07,-8.008466385052908721e-04,1.174704509846881605e-05
1.550484434478402784e+00,2.121554012051793392e-02,5.730072179741876110e-07,-8.944776484141643428e-04,1.439671426804383081e-05
1.573625993201961171e+00,2.395807901889823385e-02,7.940519052350107421e-07,-9.903006915455549262e-04,1.738718234168751329e-05
1.596767551925519335e+00,2.676482459821831819e-02,1.057523394319271056e-06,-1.088367086470661167e-03,2.073963331586503776e-05
1.619909110649077499e+00,3.038541845748133838e-02,1.528003158240113768e-06,-1.210107921216281622e-03,2.508215886185274102e-05
1.643050669372635886e+00,3.454187958133399933e-02,2.218093161872339814e-06,-1.347589487789436829e-03,3.035637115109239908e-05
1.666192228096194050e+00,3.879564928789286382e-02,3.057103112727847138e-06,-1.488289690599723736e-03,3.627477039866435583e-05
1.689333786819752437e+00,4.314900570751593195e-02,4.054808584174122368e-06,-1.632283882434320708e-03,4.287710443677275688e-05
1.712475345543310601e+00,4.830262172902493462e-02,5.597809977936206973e-06,-1.800085554361330158e-03,5.084719925001012332e-05
1.735616904266868765e+00,5.425039318669838684e-02,7.865572127529868159e-06,-1.991525169753010759e-03,6.038185685494859719e-05
1.758758462990427152e+00,6.033741031359881463e-02,1.058478903243513003e-05,-2.187446654959541038e-03,7.098754625181314087e-05
1.781900021713985316e+00,6.656693304607981532e-02,1.378490070697882001e-05,-2.387954936837336731e-03,8.272950341649928290e-05
1.805041580437543480e+00,7.400743604844343959e-02,1.884309397370883201e-05,-2.626251146673558301e-03,9.659769579290930182e-05
1.828183139161101867e+00,8.197124968121166644e-02,2.535526443279567468e-05,-2.880973268302208790e-03,1.122287180619244926e-04
1.851324697884660031e+00,9.012150735722956885e-02,3.301888142137269892e-05,-3.141658791945463932e-03,1.294388146322467267e-04
1.874466256608218417e+00,9.885080210455178540e-02,4.287656714806973988e-05,-3.421715377982335188e-03,1.484531453987893320e-04
1.897607815331776582e+00,1.087041472670110531e-01,5.692380826614726650e-05,-3.739759565805563044e-03,1.695921972799935686e-04
1.920749374055334746e+00,1.187881730551524490e-01,7.335766117096375856e-05,-4.065249613997223670e-03,1.926825132165438435e-04
1.943890932778893132e+00,1.292124951072091132e-01,9.284640996770074991e-05,-4.402444164425369302e-03,2.177180133448592531e-04
1.967032491502451297e+00,1.408374519937976022e-01,1.204982516747357636e-04,-4.785022787608446231e-03,2.437483898995065727e-04
1.990174050226009683e+00,1.527345654205167214e-01,1.525251698341808246e-04,-5.176558112775817705e-03,2.719096824611320147e-04
2.013315608949567626e+00,1.649938349666902060e-01,1.900854284410958541e-04,-5.581289816565805119e-03,3.018649015673461646e-04
2.036457167673126012e+00,1.781604748754206380e-01,2.400864735167603393e-04,-6.025391839246136728e-03,3.305707404487865145e-04
2.059598726396684398e+00,1.916353642854321249e-01,2.972995691085666427e-04,-6.479890912955287192e-03,3.612983707421346061e-04
2.082740285120242785e+00,2.055197016819720890e-01,3.651670520479815478e-04,-6.952097954918037837e-03,3.917722714190888396e-04
2.105881843843800727e+00,2.199195557132612722e-01,4.485469440166617414e-04,-7.449683115482130281e-03,4.192259640498639307e-04
2.129023402567359113e+00,2.346565305175372096e-01,5.427571543585896522e-04,-7.958917442321905913e-03,4.482849469668527716e-04
2.152164961290917500e+00,2.496366556182854912e-01,6.549802468477322441e-04,-8.482919469673576296e-03,4.714219292870298395e-04
2.175306520014475442e+00,2.649263800320207363e-01,7.836390152990923251e-04,-9.020337535775652810e-03,4.925719353066011818e-04
2.198448078738033828e+00,2.804462886463178761e-01,9.287459244730700628e-04,-9.565986715639428206e-03,5.114952022142664305e-04
2.221589637461592215e+00,2.959340465032175849e-01,1.095008152540883316e-03,-1.011094363115574123e-02,5.211923927184306578e-04
2.244731196185150157e+00,3.117843944870170025e-01,1.279373843885906999e-03,-1.066865875215134568e-02,5.312124951586456216e-04
2.267872754908708544e+00,3.272706983577816087e-01,1.483432073491194056e-03,-1.120019012853924571e-02,5.286356942229454700e-04
2.291014313632266930e+00,3.430471112634747577e-01,1.708029041826243655e-03,-1.174029819846780093e-02,5.247471987079440833e-04
2.314155872355825316e+00,3.585283136969987239e-01,1.948877122834265880e-03,-1.224417637101706154e-02,5.115928110892575559e-04
2.337297431079383259e+00,3.740781379193153788e-01,2.209361948175721495e-03,-1.273824258478836562e-02,4.943292548158414448e-04
2.360438989802941645e+00,3.894332819180448269e-01,2.482524559445082549e-03,-1.318639147020169398e-02,4.708148400832229386e-04
2.383580548526500031e+00,4.047528164167545905e-01,2.770932688988476337e-03,-1.360438290933430570e-02,4.431427153708290280e-04
2.406722107250057974e+00,4.199749100435604121e-01,3.066547587786869287e-03,-1.396068601060390657e-02,4.119762628570556619e-04
2.429863665973616360e+00,4.352182781335316442e-01,3.372389380830855942e-03,-1.427281788806516495e-02,3.786735122208351352e-04
2.453005224697174746e+00,4.504975029762424144e-01,3.676695959989028598e-03,-1.449645945202677512e-02,3.448219984831068347e-04
2.476146783420732689e+00,4.659666098838081694e-01,3.988920814997903332e-03,-1.467525340975982077e-02,3.112787681722238120e-04
2.499288342144291075e+00,4.817277076193479668e-01,4.287817365391017981e-03,-1.472564044357729633e-02,2.807047973680865983e-04
2.522429900867849462e+00,4.978630457878033266e-01,4.595004747125945067e-03,-1.473824053569586234e-02,2.519394449273537097e-04
2.545571459591407404e+00,5.147186476536552702e-01,4.881318383698166931e-03,-1.459056951784795837e-02,2.296325139418242515e-04
2.568713018314965790e+00,5.322555891403190076e-01,5.170732046430524288e-03,-1.437798358631599965e-02,2.111464495222778546e-04
2.591854577038524177e+00,5.507109062523064535e-01,5.452592268726246146e-03,-1.405157503796513642e-02,1.984766913588112121e-04
2.614996135762082563e+00,5.704371203959360814e-01,5.730744811403745698e-03,-1.359924315362930937e-02,1.935733308677663699e-04
2.638137694485640505e+00,5.911546722374974028e-01,6.014068941025639374e-03,-1.306940340603643391e-02,1.933434880645125333e-04
2.661279253209198892e+00,6.135102373335175052e-01,6.301949352884333999e-03,-1.240501625297725334e-02,2.029136267723813511e-04
2.684420811932757278e+00,6.373206275102063501e-01,6.605798230335850618e-03,-1.164579358708936994e-02,2.208187795124395543e-04
2.707562370656315220e+00,6.624493850057907585e-01,6.928342594042771231e-03,-1.080749379904200232e-02,2.466344548636546872e-04
2.730703929379873607e+00,6.892834139877526134e-01,7.279008176477780312e-03,-9.870243330846829866e-03,2.848605277739563266e-04
2.753845488103431993e+00,7.176175439587225702e-01,7.662916420297700808e-03,-8.858365357007375041e-03,3.353435014205020611e-04
2.776987046826989936e+00,7.472065568682028092e-01,8.078566281686011888e-03,-7.789923210876956335e-03,3.974339735026871418e-04
2.800128605550548322e+00,7.780171091516839832e-01,8.527382689837303617e-03,-6.669511326553376716e-03,4.722696571274555190e-04
2.823270164274106708e+00,8.099692267862178552e-01,9.005998812298866493e-03,-5.505281513460891750e-03,5.595739310483876421e-04
2.846411722997665095e+00,8.427258778570211328e-01,9.499775119053451358e-03,-4.313923888695129528e-03,6.552444448148998964e-04
2.869553281721223037e+00,8.761283202340206522e-01,9.996309633582530288e-03,-3.102050112608813193e-03,7.560475751418820707e-04
2.892694840444781423e+00,9.100228969619520436e-01,1.047972389597124319e-02,-1.875743451811588388e-03,8.574476207270578668e-04
2.915836399168339810e+00,9.442486227070502336e-01,1.093052242546870695e-02,-6.408194438971419630e-04,9.535435460072349233e-04
2.938977957891897752e+00,9.786315254353500359e-01,1.132445907395565610e-02,5.965568097717971821e-04,1.036833070116819494e-03
2.962119516615456138e+00,1.012980202881924363e+00,1.163498521833836175e-02,1.828281171240546009e-03,1.098561063622312782e-03
2.985261075339014525e+00,1.047291409295475484e+00,1.186542738572595422e-02,3.051522381783492496e-03,1.136750717498018204e-03
3.008402634062572467e+00,1.081452570992230244e+00,1.201784258866937620e-02,4.256399705146051045e-03,1.148235830992452638e-03
3.031544192786130854e+00,1.115301299254481515e+00,1.210581162425710365e-02,5.428031963941007572e-03,1.131808544300940897e-03
3.054685751509689240e+00,1.148585633550922580e+00,1.215448819035369436e-02,6.544931920186717982e-03,1.088349494793958367e-03
3.077827310233247182e+00,1.180921863973634300e+00,1.219831358962612800e-02,7.577909059004454828e-03,1.020623086730261227e-03
3.100968868956805569e+00,1.211761626764432442e+00,1.227656024959368312e-02,8.489864741644169432e-03,9.328245616752559597e-04
3.124110427680363955e+00,1.240380923551276826e+00,1.242777603616389108e-02,9.236827673951267595e-03,8.300190342458913699e-04
3.147251986403922341e+00,1.265901010180153774e+00,1.268430584649352273e-02,9.770218112221114998e-03,7.176244192158056636e-04
3.170393545127480284e+00,1.287347059236131352e+00,1.306790319632875237e-02,1.004014252706640804e-02,6.010318121237350408e-04
3.193535103851038670e+00,1.303742498715589448e+00,1.358694855974942016e-02,9.999250867103395488e-03,4.853806253240139693e-04
3.216676662574597056e+00,1.313553828536050849e+00,1.424271144718351756e-02,9.569153835299109775e-03,3.751918830957685284e-04
3.239818221298154999e+00,1.316671666156191911e+00,1.500084392554528433e-02,8.744668717064552413e-03,2.753651179353939441e-04
3.262959780021713385e+00,1.313079484713977729e+00,1.582605500156189851e-02,7.513987934693979083e-03,1.894544419966425798e-04
3.286101338745271772e+00,1.303186221041521486e+00,1.668366047516973635e-02,5.873966219931432871e-03,1.199140581278576611e-04
3.309242897468829714e+00,1.287922175220987064e+00,1.754923024502490561e-02,3.833568888695487731e-03,6.785269369775292711e-05
3.332384456192388100e+00,1.268390175993879376e+00,1.839022417367444304e-02,1.361285417144457053e-03,3.342913634919820939e-05
3.355526014915946487e+00,1.247265167636135041e+00,1.925566010656264496e-02,-1.448800531632308576e-03,1.377934777874479081e-05
3.378667573639504873e+00,1.226505915544069181e+00,2.019019386560555115e-02,-4.548184199827464726e-03,5.537698761255005616e-06
3.401809132363062815e+00,1.208631225677905263e+00,2.121914932691419675e-02,-7.886209036167608766e-03,4.757771790772545665e-06
3.424950691086621202e+00,1.194720798919494342e+00,2.236108711148568351e-02,-1.133460500046878233e-02,7.232704260912921107e-06
3.448092249810179588e+00,1.185669117239150916e+00,2.358431107842843058e-02,-1.474365709611161375e-02,9.752411327695373509e-06
3.471233808533737530e+00,1.181045717669284789e+00,2.489804609604247612e-02,-1.790308210825400023e-02,1.016332512483890888e-05
3.494375367257295917e+00,1.178776931124562610e+00,2.638026512090036954e-02,-2.057700420799797592e-02,7.917589257036943877e-06
3.517516925980854303e+00,1.176660371738014410e+00,2.812888282307047724e-02,-2.244500634989406163e-02,3.718326465489307864e-06
3.540658484704412245e+00,1.172426640296475364e+00,3.026207538299598501e-02,-2.323677365357296534e-02,4.221717188708875783e-07
3.563800043427970632e+00,1.164835975730766693e+00,3.293939179337165152e-02,-2.277112247190309427e-02,3.109670350729026300e-06
3.586941602151529018e+00,1.153031581367899072e+00,3.630852048296540763e-02,-2.080723105434272718e-02,1.990071909138209466e-05
3.610083160875086961e+00,1.138172527562107295e+00,4.028084011724913233e-02,-1.757595101631709289e-02,6.084438109596763803e-05
3.633224719598645347e+00,1.121922011350608539e+00,4.456857885242180434e-02,-1.333955096919513077e-02,1.365856381251402338e-04
3.656366278322203733e+00,1.106923184370855573e+00,4.833286038832997761e-02,-8.618050939738971031e-03,2.534841182386993771e-04
3.679507837045762120e+00,1.095287062851722615e+00,5.023151642385357413e-02,-4.182446475989177147e-03,4.034736035028018276e-04
3.702649395769320062e+00,1.088046842493643362e+00,4.907933336634431182e-02,-7.904185118279578176e-04,5.593928068603333482e-04
3.725790954492878448e+00,1.085511443616083760e+00,4.461452707868016759e-02,8.665054627466671011e-04,6.778507809303185904e-04
3.748932513216436835e+00,1.087199737813280942e+00,3.771893296018229841e-02,2.897117861747150144e-04,7.210318925255308200e-04
3.772074071939994777e+00,1.092215064430992699e+00,3.008674713758537414e-02,-2.755814373449651938e-03,6.895390951999401342e-04
3.795215630663553164e+00,1.099942476309456518e+00,2.355690590051498501e-02,-8.260301601179442441e-03,6.346260346884752962e-04
3.818357189387111550e+00,1.109678211637409317e+00,1.920129179236482533e-02,-1.602993017649135751e-02,6.197449774483678852e-04
3.841498748110669492e+00,1.119272700942244070e+00,1.678285284018457210e-02,-2.568412287289993309e-02,6.513185593298694356e-04
3.864640306834227879e+00,1.125894830590808526e+00,1.518499440171824921e-02,-3.651271362707676077e-02,6.560126911766686131e-04
3.887781865557786265e+00,1.129063052985499027e+00,1.344976469972611853e-02,-4.720499615178092717e-02,5.551411363451491362e-04
3.910923424281344651e+00,1.131172925584104094e+00,1.154083814895238112e-02,-5.560065286953016356e-02,3.903598887434339432e-04
3.934064983004902594e+00,1.134597956227184179e+00,9.986346999269771207e-03,-5.927736802960011792e-02,3.308282292561217069e-04
3.957206541728460980e+00,1.139677924182471935e+00,8.916363126078801979e-03,-5.597258024718539809e-02,4.651344504482629138e-04
3.980348100452019366e+00,1.143803922197443868e+00,7.994055842894092975e-03,-4.476435611587723656e-02,6.658970311797089182e-04
4.003489659175577309e+00,1.143276249102801678e+00,6.923964142007452138e-03,-2.733580658933601470e-02,7.289623088707550269e-04
4.026631217899135251e+00,1.136844322482363667e+00,5.774005031414825191e-03,-6.953859198698776785e-03,5.994208443299439909e-04
4.049772776622694082e+00,1.128193152409615374e+00,4.996408598083958152e-03,1.206180125452432049e-02,4.307611249924510051e-04
4.072914335346252024e+00,1.122959540867226602e+00,5.028405463972339395e-03,2.643538508682093113e-02,3.104755348061301518e-04
4.096055894069810854e+00,1.125855713508707723e+00,5.978728551882673235e-03,3.421563157605483213e-02,1.834828677180886823e-04
4.119197452793368797e+00,1.137722318607282235e+00,8.261715576131206315e-03,3.526336637732917917e-02,5.733241661960669877e-05
4.142339011516926739e+00,1.151324570310309880e+00,1.286176755573841847e-02,2.975420519098492464e-02,7.651868030422854757e-05
4.165480570240485569e+00,1.151999380691101527e+00,1.903722748118560903e-02,1.795579734760769861e-02,3.208974850666748159e-04
4.188622128964043512e+00,1.133568552705537025e+00,2.390613248191977847e-02,1.113693089506508777e-03,6.434361973573610822e-04
4.211763687687601454e+00,1.107538750872518518e+00,2.333919570657348383e-02,-1.734209932794895936e-02,8.075361100031513105e-04
4.234905246411160284e+00,1.096041821371306568e+00,1.698343425086696126e-02,-3.202130576695302183e-02,7.027125134290911025e-04
4.258046805134718227e+00,1.106604707820897149e+00,1.086016588443106112e-02,-3.776963044042295353e-02,3.846773180897065827e-04
4.281188363858276169e+00,1.126204160535790200e+00,8.363356348100986146e-03,-3.221710691478852501e-02,6.493687161214281556e-05
4.304329922581835000e+00,1.135806755951923153e+00,8.640726791044404942e-03,-1.742648508549111616e-02,8.389070042570902143e-05
4.327471481305392942e+00,1.123696128451366683e+00,8.264522387204389919e-03,2.190824270079519149e-03,5.618268529583420566e-04
4.350613040028950884e+00,1.099015470582278775e+00,4.964887645509389290e-03,2.143818311266138324e-02,1.000655204624300611e-03
4.373754598752509715e+00,1.084233875886250864e+00,1.906106365495132500e-03,3.576789022473972346e-02,8.351262023142612097e-04
4.396896157476067657e+00,1.096491069065005597e+00,1.486289513127416221e-03,4.154088851172643704e-02,6.776897564689178706e-04
4.420037716199625599e+00,1.120104170104407215e+00,2.750349464499039082e-03,3.615506576832906022e-02,1.574538542310823528e-03
4.443179274923184430e+00,1.115518549820383898e+00,4.212224712489195770e-03,2.091495007185767072e-02,2.777628571438973265e-03
4.466320833646742372e+00,1.078152985998068081e+00,5.396666445589626444e-03,3.004392303511261523e-03,2.440974853568306149e-03
4.489462392370300314e+00,1.056294362907724382e+00,5.991645834516272362e-03,-9.479138292791686529e-03,8.196706915610586265e-04
4.512603951093859145e+00,1.075375186240920211e+00,6.356699984384542139e-03,-1.418145056970361757e-02,2.179200002176768361e-05
4.535745509817417087e+00,1.090688198697482791e+00,7.608041928240281797e-03,-1.496759182851244326e-02,6.263014118604747675e-04
4.558887068540975029e+00,1.089213864017679834e+00,6.981711659552115867e-03,-1.620910206372109044e-02,1.036904191036922560e-03
4.582028627264533860e+00,1.095648850148519315e+00,5.061170683055869063e-03,-1.748223230080012472e-02,4.351372093565774213e-04
4.605170185988091802e+00,1.119849324934794055e+00,3.654386374841630744e-03,-1.419540706116272782e-02,1.417135124340311407e-03
