tau,C_mean,C_var
6.625319808914293951e-01,4.329427083333333565e-02,0.000000000000000000e+00
6.670085483298849871e-01,4.329427083333333565e-02,0.000000000000000000e+00
6.714851157683405791e-01,4.329427083333333565e-02,0.000000000000000000e+00
6.759616832067962822e-01,4.329427083333333565e-02,0.000000000000000000e+00
6.804382506452518742e-01,4.329427083333333565e-02,0.000000000000000000e+00
6.849148180837074662e-01,4.329427083333333565e-02,0.000000000000000000e+00
6.893913855221630582e-01,4.329427083333333565e-02,0.000000000000000000e+00
6.938679529606186502e-01,4.330553696176332734e-02,0.000000000000000000e+00
6.983445203990742423e-01,4.337569066831747228e-02,0.000000000000000000e+00
7.028210878375298343e-01,4.344615912664821084e-02,0.000000000000000000e+00
7.072976552759854263e-01,4.351694374892156603e-02,0.000000000000000000e+00
7.117742227144410183e-01,4.358804595363940243e-02,0.000000000000000000e+00
7.162507901528967214e-01,4.365946716566781322e-02,0.000000000000000000e+00
7.207273575913523134e-01,4.373120881626572226e-02,0.000000000000000000e+00
7.252039250298079054e-01,4.380327234311352097e-02,0.000000000000000000e+00
7.296804924682634974e-01,4.387565919034191325e-02,0.000000000000000000e+00
7.341570599067190894e-01,4.394837080856084377e-02,0.000000000000000000e+00
7.386336273451746814e-01,4.402140865488856497e-02,0.000000000000000000e+00
7.431101947836302735e-01,4.409477419298083595e-02,0.000000000000000000e+00
7.475867622220858655e-01,4.416846889306026008e-02,0.000000000000000000e+00
7.520633296605414575e-01,4.424249423194574760e-02,0.000000000000000000e+00
7.565398970989970495e-01,4.431685169308210298e-02,0.000000000000000000e+00
7.610164645374527526e-01,4.439154276656975817e-02,0.000000000000000000e+00
7.654930319759083446e-01,4.446656894919463754e-02,0.000000000000000000e+00
7.699695994143639366e-01,4.454193174445814085e-02,0.000000000000000000e+00
7.744461668528195286e-01,4.462827191057760351e-02,0.000000000000000000e+00
7.789227342912751206e-01,4.474233274766412777e-02,0.000000000000000000e+00
7.833993017297307127e-01,4.485690533035721628e-02,0.000000000000000000e+00
7.878758691681863047e-01,4.497199195465585025e-02,0.000000000000000000e+00
7.923524366066418967e-01,4.508759492686024301e-02,0.000000000000000000e+00
7.968290040450974887e-01,4.520371656361807378e-02,0.000000000000000000e+00
8.013055714835531917e-01,4.532035919197087426e-02,0.000000000000000000e+00
8.057821389220087838e-01,4.543752514940070653e-02,0.000000000000000000e+00
8.102587063604643758e-01,4.555521678387697282e-02,0.000000000000000000e+00
8.147352737989199678e-01,4.563992985815787384e-02,0.000000000000000000e+00
8.192118412373755598e-01,4.571909657459936882e-02,0.000000000000000000e+00
8.236884086758311518e-01,4.579861848060776119e-02,0.000000000000000000e+00
8.281649761142867439e-01,4.587849716977735609e-02,0.000000000000000000e+00
8.326415435527423359e-01,4.595873424285228798e-02,0.000000000000000000e+00
8.371181109911979279e-01,4.603933130775857835e-02,0.000000000000000000e+00
8.415946784296536309e-01,4.612028997963639465e-02,0.000000000000000000e+00
8.460712458681092230e-01,4.620161188087237164e-02,0.000000000000000000e+00
8.505478133065648150e-01,4.625362848723275216e-02,0.000000000000000000e+00
8.550243807450204070e-01,4.629465511536320910e-02,0.000000000000000000e+00
8.595009481834759990e-01,4.633586581365511936e-02,0.000000000000000000e+00
8.639775156219315910e-01,4.637726140795808000e-02,0.000000000000000000e+00
8.684540830603871830e-01,4.641884272782694637e-02,0.000000000000000000e+00
8.729306504988427751e-01,4.646061060653845776e-02,0.000000000000000000e+00
8.774072179372983671e-01,4.650256588110793926e-02,0.000000000000000000e+00
8.818837853757540701e-01,4.654470939230605925e-02,0.000000000000000000e+00
8.863603528142096621e-01,4.658704198467569779e-02,0.000000000000000000e+00
8.908369202526652542e-01,4.662956450654886370e-02,0.000000000000000000e+00
8.953134876911208462e-01,4.667227781006368786e-02,0.000000000000000000e+00
8.997900551295764382e-01,4.671518275118151375e-02,0.000000000000000000e+00
9.042666225680320302e-01,4.675828018970404343e-02,0.000000000000000000e+00
9.087431900064876222e-01,4.680157098929055293e-02,0.000000000000000000e+00
9.132197574449432143e-01,4.684505601747523257e-02,0.000000000000000000e+00
9.176963248833988063e-01,4.691620843705361643e-02,0.000000000000000000e+00
9.221728923218545093e-01,4.704783674776404079e-02,0.000000000000000000e+00
9.266494597603101013e-01,4.718005562234745681e-02,0.000000000000000000e+00
9.311260271987656933e-01,4.731286771042904349e-02,0.000000000000000000e+00
9.356025946372212854e-01,4.744627567352181080e-02,0.000000000000000000e+00
9.400791620756768774e-01,4.758028218507991125e-02,0.000000000000000000e+00
9.445557295141324694e-01,4.771488993055223587e-02,0.000000000000000000e+00
9.490322969525880614e-01,4.785010160743621149e-02,0.000000000000000000e+00
9.535088643910436534e-01,4.794113411688789850e-02,0.000000000000000000e+00
9.579854318294992455e-01,4.803208590399737909e-02,0.000000000000000000e+00
9.624619992679549485e-01,4.812344575559815429e-02,0.000000000000000000e+00
9.669385667064105405e-01,4.821521550251327976e-02,0.000000000000000000e+00
9.714151341448661325e-01,4.830739698377999047e-02,0.000000000000000000e+00
9.758917015833217246e-01,4.839999204668655325e-02,0.000000000000000000e+00
9.803682690217773166e-01,4.849300254680927874e-02,0.000000000000000000e+00
9.848448364602329086e-01,4.850260416666666435e-02,0.000000000000000000e+00
9.893214038986885006e-01,4.850260416666666435e-02,0.000000000000000000e+00
9.937979713371440926e-01,4.850260416666666435e-02,0.000000000000000000e+00
9.982745387755996846e-01,4.850260416666666435e-02,0.000000000000000000e+00
1.002751106214055277e+00,4.850260416666666435e-02,0.000000000000000000e+00
1.007227673652510980e+00,4.850260416666666435e-02,0.000000000000000000e+00
1.011704241090966461e+00,4.850704433175531682e-02,0.000000000000000000e+00
1.016180808529422164e+00,4.869984794278209295e-02,0.000000000000000000e+00
1.020657375967877645e+00,4.889351658692094038e-02,0.000000000000000000e+00
1.025133943406333348e+00,4.908805414523138844e-02,0.000000000000000000e+00
1.029610510844789051e+00,4.928346451618570434e-02,0.000000000000000000e+00
1.034087078283244532e+00,4.947975161574699049e-02,0.000000000000000000e+00
1.038563645721700235e+00,4.967691937744782987e-02,0.000000000000000000e+00
1.043040213160155716e+00,4.978711643688277233e-02,0.000000000000000000e+00
1.047516780598611419e+00,4.973738119757040860e-02,0.000000000000000000e+00
1.051993348037066900e+00,4.968742281602220312e-02,0.000000000000000000e+00
1.056469915475522603e+00,4.963724029108770169e-02,0.000000000000000000e+00
1.060946482913978084e+00,4.958683261712468898e-02,0.000000000000000000e+00
1.065423050352433787e+00,4.953619878397902410e-02,0.000000000000000000e+00
1.069899617790889490e+00,4.948533777696442065e-02,0.000000000000000000e+00
1.074376185229344971e+00,4.974867520561413597e-02,0.000000000000000000e+00
1.078852752667800674e+00,5.005658570786477440e-02,0.000000000000000000e+00
1.083329320106256155e+00,5.036587768206288868e-02,0.000000000000000000e+00
1.087805887544711858e+00,5.067655732632362492e-02,0.000000000000000000e+00
1.092282454983167339e+00,5.098863086657058619e-02,4.814824860968089633e-35
1.096759022421623042e+00,5.130210455666060071e-02,0.000000000000000000e+00
1.101235589860078523e+00,5.143229166666666435e-02,0.000000000000000000e+00
1.105712157298534226e+00,5.143229166666666435e-02,0.000000000000000000e+00
1.110188724736989929e+00,5.143229166666666435e-02,0.000000000000000000e+00
1.114665292175445410e+00,5.143229166666666435e-02,0.000000000000000000e+00
1.119141859613901113e+00,5.143229166666666435e-02,0.000000000000000000e+00
1.123618427052356594e+00,5.143229166666666435e-02,0.000000000000000000e+00
1.128094994490812297e+00,5.143229166666666435e-02,0.000000000000000000e+00
1.132571561929267778e+00,5.143229166666666435e-02,0.000000000000000000e+00
1.137048129367723481e+00,5.143229166666666435e-02,0.000000000000000000e+00
1.141524696806178962e+00,5.143229166666666435e-02,0.000000000000000000e+00
1.146001264244634665e+00,5.143229166666666435e-02,0.000000000000000000e+00
1.150477831683090368e+00,5.143229166666666435e-02,0.000000000000000000e+00
1.154954399121545849e+00,5.146046360379520623e-02,4.814824860968089633e-35
1.159430966560001552e+00,5.151608833500569140e-02,0.000000000000000000e+00
1.163907533998457033e+00,5.157196263225952843e-02,0.000000000000000000e+00
1.168384101436912736e+00,5.162808761526029716e-02,0.000000000000000000e+00
1.172860668875368217e+00,5.168446440873521175e-02,4.814824860968089633e-35
1.177337236313823920e+00,5.174109414245771366e-02,0.000000000000000000e+00
1.181813803752279401e+00,5.191847430508034211e-02,0.000000000000000000e+00
1.186290371190735105e+00,5.214703040042477367e-02,4.814824860968089633e-35
1.190766938629190808e+00,5.237661193605734622e-02,4.814824860968089633e-35
1.195243506067646289e+00,5.260722351272072161e-02,4.814824860968089633e-35
1.199720073506101992e+00,5.283886975179932083e-02,0.000000000000000000e+00
1.204196640944557473e+00,5.306281069885295659e-02,0.000000000000000000e+00
1.208673208383013176e+00,5.312124307662606515e-02,0.000000000000000000e+00
1.213149775821468657e+00,5.317993761723587010e-02,0.000000000000000000e+00
1.217626343259924360e+00,5.323889549690273559e-02,4.814824860968089633e-35
1.222102910698379841e+00,5.329811789712427667e-02,0.000000000000000000e+00
1.226579478136835544e+00,5.335760600469898612e-02,4.814824860968089633e-35
1.231056045575291247e+00,5.354513839208381587e-02,0.000000000000000000e+00
1.235532613013746728e+00,5.384525391208015710e-02,4.814824860968089633e-35
1.240009180452202431e+00,5.414671593103918823e-02,0.000000000000000000e+00
1.244485747890657912e+00,5.444953049016615365e-02,0.000000000000000000e+00
1.248962315329113615e+00,5.475370365777081083e-02,0.000000000000000000e+00
1.253438882767569096e+00,5.500377669412220838e-02,0.000000000000000000e+00
1.257915450206024799e+00,5.494239495441906318e-02,0.000000000000000000e+00
1.262392017644480280e+00,5.488073781926540440e-02,4.814824860968089633e-35
1.266868585082935983e+00,5.481880405307135856e-02,0.000000000000000000e+00
1.271345152521391686e+00,5.475659241470350741e-02,0.000000000000000000e+00
1.275821719959847167e+00,5.469410165745993563e-02,4.814824860968089633e-35
1.280298287398302870e+00,5.468750000000000000e-02,0.000000000000000000e+00
1.284774854836758351e+00,5.468750000000000000e-02,0.000000000000000000e+00
1.289251422275214054e+00,5.468750000000000000e-02,0.000000000000000000e+00
1.293727989713669535e+00,5.468750000000000000e-02,0.000000000000000000e+00
1.298204557152125238e+00,5.468750000000000000e-02,0.000000000000000000e+00
1.302681124590580719e+00,5.478500814462520380e-02,0.000000000000000000e+00
1.307157692029036422e+00,5.491396808473288788e-02,0.000000000000000000e+00
1.311634259467492125e+00,5.504350661679604378e-02,4.814824860968089633e-35
1.316110826905947606e+00,5.517362633672663608e-02,0.000000000000000000e+00
1.320587394344403309e+00,5.530432985208344476e-02,0.000000000000000000e+00
1.325063961782858790e+00,5.548415883985317182e-02,0.000000000000000000e+00
1.329540529221314493e+00,5.568197730345478963e-02,0.000000000000000000e+00
1.334017096659769974e+00,5.588068329981725479e-02,0.000000000000000000e+00
1.338493664098225677e+00,5.608028081094705575e-02,0.000000000000000000e+00
1.342970231536681158e+00,5.628077383671632739e-02,4.814824860968089633e-35
1.347446798975136861e+00,5.637079157609212882e-02,0.000000000000000000e+00
1.351923366413592564e+00,5.643822361826831419e-02,4.814824860968089633e-35
1.356399933852048045e+00,5.650595820119559687e-02,0.000000000000000000e+00
1.360876501290503748e+00,5.657399668225402550e-02,4.814824860968089633e-35
1.365353068728959229e+00,5.664920212456799747e-02,0.000000000000000000e+00
1.369829636167414932e+00,5.699245399380863109e-02,0.000000000000000000e+00
1.374306203605870413e+00,5.733724589765285679e-02,0.000000000000000000e+00
1.378782771044326116e+00,5.768358474562338550e-02,4.814824860968089633e-35
1.383259338482781597e+00,5.803147747824317915e-02,4.814824860968089633e-35
1.387735905921237300e+00,5.822314840646349715e-02,4.814824860968089633e-35
1.392212473359693004e+00,5.808273982718973466e-02,0.000000000000000000e+00
1.396689040798148485e+00,5.794170129047042372e-02,4.814824860968089633e-35
1.401165608236604188e+00,5.780002996993709175e-02,4.814824860968089633e-35
1.405642175675059669e+00,5.765772302654046527e-02,0.000000000000000000e+00
1.410118743113515372e+00,5.787321222876605498e-02,0.000000000000000000e+00
1.414595310551970853e+00,5.823217912196336499e-02,4.814824860968089633e-35
1.419071877990426556e+00,5.859275655682590761e-02,0.000000000000000000e+00
1.423548445428882037e+00,5.895495175921348918e-02,0.000000000000000000e+00
1.428025012867337740e+00,5.925958773081443226e-02,0.000000000000000000e+00
1.432501580305793443e+00,5.933267823978259636e-02,0.000000000000000000e+00
1.436978147744248924e+00,5.940609667679162820e-02,4.814824860968089633e-35
1.441454715182704627e+00,5.947984451312423454e-02,0.000000000000000000e+00
1.445931282621160108e+00,5.955392322666410582e-02,4.814824860968089633e-35
1.450407850059615811e+00,5.962833430192571171e-02,0.000000000000000000e+00
1.454884417498071292e+00,5.970307923008386780e-02,0.000000000000000000e+00
1.459360984936526995e+00,5.977815950900372544e-02,0.000000000000000000e+00
1.463837552374982476e+00,5.985357664327076860e-02,0.000000000000000000e+00
1.468314119813438179e+00,5.986233452244572872e-02,4.814824860968089633e-35
1.472790687251893660e+00,5.978623913669569440e-02,0.000000000000000000e+00
1.477267254690349363e+00,5.970980234121790048e-02,0.000000000000000000e+00
1.481743822128805066e+00,5.963302260424270529e-02,0.000000000000000000e+00
1.486220389567260547e+00,5.962796895148790577e-02,4.814824860968089633e-35
1.490696957005716250e+00,5.993784992268608169e-02,0.000000000000000000e+00
1.495173524444171731e+00,6.024912120654211944e-02,0.000000000000000000e+00
1.499650091882627434e+00,6.056178904083590886e-02,0.000000000000000000e+00
1.504126659321082915e+00,6.087239583333333565e-02,0.000000000000000000e+00
1.508603226759538618e+00,6.087239583333333565e-02,0.000000000000000000e+00
1.513079794197994099e+00,6.087239583333333565e-02,0.000000000000000000e+00
1.517556361636449802e+00,6.087239583333333565e-02,0.000000000000000000e+00
1.522032929074905505e+00,6.087239583333333565e-02,0.000000000000000000e+00
1.526509496513360986e+00,6.101889448181196940e-02,0.000000000000000000e+00
1.530986063951816689e+00,6.118020483778575935e-02,0.000000000000000000e+00
1.535462631390272170e+00,6.134223892916311482e-02,4.814824860968089633e-35
1.539939198828727873e+00,6.150500000305696158e-02,4.814824860968089633e-35
1.544415766267183354e+00,6.166849132114865517e-02,0.000000000000000000e+00
1.548892333705639057e+00,6.183271615975346330e-02,0.000000000000000000e+00
1.553368901144094538e+00,6.199767780988611754e-02,4.814824860968089633e-35
1.557845468582550241e+00,6.216337957732692709e-02,0.000000000000000000e+00
1.562322036021005944e+00,6.232982478268782323e-02,4.814824860968089633e-35
1.566798603459461425e+00,6.249701676147904200e-02,0.000000000000000000e+00
1.571275170897917128e+00,6.266495886417593197e-02,0.000000000000000000e+00
1.575751738336372609e+00,6.282958764480969793e-02,0.000000000000000000e+00
1.580228305774828312e+00,6.291431387587505253e-02,0.000000000000000000e+00
1.584704873213283793e+00,6.299942023983803874e-02,0.000000000000000000e+00
1.589181440651739496e+00,6.308490844220376870e-02,0.000000000000000000e+00
1.593658008090194977e+00,6.319051872559186545e-02,0.000000000000000000e+00
1.598134575528650680e+00,6.336303277824897884e-02,0.000000000000000000e+00
1.602611142967106383e+00,6.353632083284026233e-02,0.000000000000000000e+00
1.607087710405561864e+00,6.371038636200451744e-02,0.000000000000000000e+00
1.611564277844017568e+00,6.388523285396091600e-02,0.000000000000000000e+00
1.616040845282473049e+00,6.406086381257884710e-02,0.000000000000000000e+00
1.620517412720928752e+00,6.423728275744820804e-02,0.000000000000000000e+00
1.624993980159384233e+00,6.441449322394984800e-02,0.000000000000000000e+00
1.629470547597839936e+00,6.438343811833674435e-02,0.000000000000000000e+00
1.633947115036295417e+00,6.429403602862303335e-02,0.000000000000000000e+00
1.638423682474751120e+00,6.420423282729383063e-02,0.000000000000000000e+00
1.642900249913206823e+00,6.415475907055830096e-02,0.000000000000000000e+00
1.647376817351662304e+00,6.433598073359673986e-02,0.000000000000000000e+00
1.651853384790118007e+00,6.451801546615355820e-02,0.000000000000000000e+00
1.656329952228573488e+00,6.470086691614826413e-02,0.000000000000000000e+00
1.660806519667029191e+00,6.493748520513401012e-02,0.000000000000000000e+00
1.665283087105484672e+00,6.521422904638826679e-02,0.000000000000000000e+00
1.669759654543940375e+00,6.549221452717914060e-02,0.000000000000000000e+00
1.674236221982395856e+00,6.576062129497199649e-02,0.000000000000000000e+00
1.678712789420851559e+00,6.585411646066731406e-02,0.000000000000000000e+00
1.683189356859307262e+00,6.594803110198198259e-02,0.000000000000000000e+00
1.687665924297762743e+00,6.604236710093623619e-02,0.000000000000000000e+00
1.692142491736218446e+00,6.630631789197680148e-02,0.000000000000000000e+00
1.696619059174673927e+00,6.668705546840711373e-02,0.000000000000000000e+00
1.701095626613129630e+00,6.706950126289869252e-02,0.000000000000000000e+00
1.705572194051585111e+00,6.736509989011338351e-02,0.000000000000000000e+00
1.710048761490040814e+00,6.726862857579220256e-02,0.000000000000000000e+00
1.714525328928496295e+00,6.717172443305660656e-02,0.000000000000000000e+00
1.719001896366951998e+00,6.707438551997765841e-02,0.000000000000000000e+00
1.723478463805407701e+00,6.705729166666667129e-02,0.000000000000000000e+00
1.727955031243863182e+00,6.705729166666667129e-02,0.000000000000000000e+00
